,words,amounts,entropies
11092,armenians,80,0
11096,minsk,267,0
11097,nagorno,63,0
11098,ilisu,7,0
11100,analyst,104,0
11101,chronicler,6,0
11102,archaeological,59,0
11103,archeological,5,0
11105,clump,5,0
11107,chrome,6,0
11108,halogenate,7,0
11109,gestation,25,0
11110,xi,51,0
11113,predominately,5,0
11114,boyne,10,0
11115,estuary,44,0
11116,louth,6,0
11118,stegrennan,5,0
11124,barros,40,0
11125,compensatory,204,0
11126,countervailing,5,0
11129,herb,73,0
11130,pastureland,6,0
11131,pasture,35,0
11132,conclusive,85,0
11133,conclusively,21,0
11135,disincentivize,5,0
11136,ritt,15,0
11139,methodical,34,0
11141,csf,38,0
11143,martín,92,0
11144,delirium,6,0
11145,pathological,19,0
11146,pre - electoral,8,0
11147,pre - election,44,0
11148,fission,81,0
11149,isler,118,0
11150,béguin,118,0
11151,thermonuclear,40,0
11152,maccormick,120,0
11153,cop-efinancing,156,0
11154,co - funding,42,0
11157,immutable,15,0
11160,tunneling,7,0
11161,rechar,27,0
11164,andalucia,10,0
11165,rato,9,0
11166,aznar,292,0
11167,granada,38,0
11168,grenade,33,0
11169,grenada,6,0
11170,census,119,0
11171,censuse,33,0
11172,vehement,21,0
11173,51,357,0
11174,ohim,5,0
11177,valencian,37,0
11178,valenciano,57,0
11179,valenciana,20,0
11180,valence,6,0
11182,ceremony,302,0
11184,virtual,565,0
11185,skeleton,133,0
11187,53,327,0
11188,alcoholics,6,0
11189,lund,16,0
11191,anderson,201,0
11193,smuggling,323,0
11194,contraband,23,0
11195,traffick,8,0
11198,ingestion,5,0
11199,posselt,602,0
11203,loi,6,0
11204,whisky,107,0
11205,whiskey,26,0
11206,elasticity,18,0
11213,magical,160,0
11215,wand,32,0
11216,liken,5,0
11217,equat,19,0
11219,114,91,0
11220,7 . 30,26,0
11221,19 . 30,8,0
11224,cyanide,237,0
11226,caprice,5,0
11227,vagary,10,0
11230,unforeseeable,46,0
11231,adversity,93,0
11232,49,436,0
11233,impurity,20,0
11234,innermost,6,0
11237,drunken,6,0
11238,drunkard,5,0
11239,annihilation,28,0
11240,prohibitive,67,0
11241,prohibitively,6,0
11244,marset,121,0
11245,residual,104,0
11247,espinosa,9,0
11248,spiny,5,0
11251,solar,966,0
11253,luxurious,11,0
11254,agronomic,20,0
11255,658,6,0
11256,453,5,0
11257,263,6,0
11258,júcar,9,0
11260,613,19,0
11261,fateful,23,0
11263,blackmailing,7,0
11264,biotope,5,0
11265,august,1170,0
11266,tally,11,0
11268,fatherhood,21,0
11269,paternity,147,0
11270,parenthood,33,0
11272,enthuse,7,0
11276,rumination,6,0
11277,bartho,11,0
11278,pronk,149,0
11280,danny,73,0
11283,analogy,169,0
11284,jan,146,0
11286,sabor,8,0
11287,flavor,70,0
11288,savour,7,0
11289,savor,6,0
11290,lancker,236,0
11292,tether,7,0
11293,individualisation,17,0
11294,individualization,7,0
11296,supranationality,20,0
11297,herman,337,0
11298,schmid,184,0
11299,stephen,100,0
11304,unalienable,6,0
11305,pious,75,0
11307,devaluation,158,0
11310,rebalancing,19,0
11311,redistributive,33,0
11312,exogenous,8,0
11314,deceived,8,0
11316,postman,18,0
11317,weiler,199,0
11319,phonogram,13,0
11320,avc,52,0
11321,artist,1020,0
11322,inhibit,61,0
11324,"4 , 500",8,0
11326,berne,25,0
11327,rental,39,0
11330,software,921,0
11332,arbitrage,15,0
11335,skyline,8,0
11336,21st,318,0
11337,xxi,9,0
11339,boiling,10,0
11340,crystallise,10,0
11341,crystallize,11,0
11342,charlotte,41,0
11343,nl,1669,0
11344,barzanti,55,0
11345,nutshell,14,0
11348,20:30,5,0
11349,klm,26,0
11351,smokescreen,15,0
11353,oecd,715,0
11354,2015,962,0
11355,bretton,64,0
11357,interventionist,60,0
11359,71,187,0
11360,returnee,14,0
11362,anchored,8,0
11363,anchore,5,0
11364,anchorage,10,0
11365,anchoring,5,0
11366,2005,4116,0
11367,9 . 5,27,0
11369,pandemics,90,0
11370,frag,14,0
11373,amado,20,0
11374,cross - cutting,6,0
11375,transversal,26,0
11376,sermon,41,0
11377,sugar,1823,0
11379,caning,36,0
11380,cacao,18,0
11383,fatty,6,0
11384,haiti,847,0
11388,myanmar,194,0
11389,sudan,1105,0
11391,incongruity,20,0
11392,178,27,0
11393,177,43,0
11394,periodicity,6,0
11395,namibia,108,0
11396,neo - colonial,29,0
11397,neocolonial,11,0
11398,proliferate,56,0
11404,plundering,50,0
11406,looting,52,0
11407,elf,13,0
11408,schwaiger,112,0
11410,décima,16,0
11411,bangkok,53,0
11412,cairo,355,0
11413,0 . 6,13,0
11414,michel,618,0
11415,camdessus,11,0
11417,shyness,6,0
11418,sahel,77,0
11419,tomato,98,0
11420,tomatoe,116,0
11421,jamaica,49,0
11422,vetoe,50,0
11423,luis,76,0
11424,1900,66,0
11427,incompatibility,126,0
11435,saharawi,17,0
11436,stipulation,40,0
11437,nielsen,13,0
11438,encapsulate,8,0
11440,cuba,1686,0
11441,modrow,20,0
11443,13 . 5,9,0
11445,mae,22,0
11447,burkina,64,0
11448,faso,56,0
11449,coconut,23,0
11450,coco,8,0
11451,ghana,172,0
11452,55th,5,0
11453,congo,1118,0
11458,timor,465,0
11461,fallacious,12,0
11462,stealthy,5,0
11463,hong,833,0
11464,kong,853,0
11465,cuban,436,0
11466,cubans,69,0
11467,embassy,475,0
11468,havana,43,0
11469,inviolability,58,0
11470,insultingly,7,0
11471,falun gong,49,0
11472,69,201,0
11473,ms,44,0
11475,moroccans,16,0
11476,morocco,931,0
11477,lieutenant,22,0
11480,vaclav,25,0
11481,havel,66,0
11482,czech,2508,0
11483,czechs,91,0
11484,12 . 50,15,0
11487,84,108,0
11488,57,271,0
11489,79,141,0
11490,106,88,0
11491,59,247,0
11493,61,210,0
11495,64,238,0
11496,66,218,0
11497,66th,11,0
11498,72,219,0
11499,91,101,0
11500,92,139,0
11501,rev .,16,0
11502,101,104,0
11503,baltic,1957,0
11504,methodology,500,0
11505,intellect,32,0
11507,non - material,5,0
11508,format,344,0
11509,5 . 35,5,0
11510,midst,6,0
11511,bosom,5,0
11514,cruelty,212,0
11515,cocoon,16,0
11516,purity,79,0
11517,purify,19,0
11518,fiction,306,0
11519,winter,606,0
11520,centigrade,30,0
11522,squared,23,0
11523,mesh,36,0
11524,naples,158,0
11525,naple,11,0
11527,shockingly,13,0
11528,strikingly,9,0
11531,perverted,7,0
11532,murcia,34,0
11533,pristine,24,0
11535,reciprocity,610,0
11537,archaic,79,0
11538,reconquer,6,0
11540,extortionate,5,0
11541,analogous,36,0
11542,laboriously,8,0
11543,universality,165,0
11546,malmström,444,0
11548,segregation,188,0
11551,antithesis,23,0
11553,butter,32,0
11558,replete,9,0
11563,in thrall,9,0
11565,skin,873,0
11566,fur,124,0
11567,universe,1388,0
11569,arbiter,40,0
11570,referee,59,0
11571,arbitrator,36,0
11572,umpire,6,0
11573,revolutionary,374,0
11575,flemish,98,0
11577,flamingo,12,0
11578,indecent,28,0
11580,ignominious,6,0
11582,plantin,7,0
11583,lyon,107,0
11584,lyons,15,0
11585,conformism,12,0
11588,fraudulent,243,0
11589,vilify,19,0
11590,revile,5,0
11591,exasperate,6,0
11593,penise,8,0
11594,feather,82,0
11595,pencil,110,0
11597,communism,439,0
11598,solzhenitsyn,6,0
11599,individualism,33,0
11600,servitude,12,0
11601,serfdom,6,0
11605,genocide,994,0
11606,blurry,23,0
11609,rebellious,12,0
11610,liberating,27,0
11612,defamation,91,0
11614,libel,18,0
11615,misinformation,49,0
11616,disinformation,69,0
11617,denigrate,21,0
11618,indissolubly,9,0
11620,inseparably,10,0
11622,inextricable,8,0
11623,edifying,11,0
11624,protestant,60,0
11625,protestants,33,0
11626,buddhism,27,0
11627,redeem,18,0
11629,saudis,9,0
11630,arabia,371,0
11632,wahid,16,0
11633,sukarnoputri,5,0
11634,moluccas,17,0
11635,molucca,35,0
11636,aung,358,0
11637,sui,43,0
11638,kyi,364,0
11640,angola,420,0
11642,unpunished,85,0
11643,inhumane,385,0
11644,inhuman,252,0
11645,bargaining,9,0
11646,haggling,21,0
11647,hecke,108,0
11648,wuori,73,0
11649,speculate,185,0
11650,specular,5,0
11651,newton,149,0
11652,dunn,69,0
11655,cashman,328,0
11656,cascade,57,0
11657,waterfall,24,0
11659,mediating,8,0
11660,álvaro,10,0
11662,soto,27,0
11663,partition,47,0
11664,partitioning,5,0
11665,rauf,5,0
11667,eventual,39,0
11669,ecevit,15,0
11670,nicosia,38,0
11671,athens,263,0
11672,athen,127,0
11674,vocabulary,137,0
11675,institutionally,56,0
11679,130 000,10,0
11681,demilitarisation,49,0
11682,demilitarization,10,0
11683,alex,72,0
11684,langer,12,0
11685,invasion,469,0
11687,equivocal,5,0
11689,tribe,251,0
11690,enmity,28,0
11692,confederate,9,0
11693,crease,8,0
11695,powerfully,11,0
11697,bribery,55,0
11698,aphrodite,7,0
11703,pragmatism,172,0
11704,basement,54,0
11706,rothe,157,0
11709,algarve,69,0
11710,canary,472,0
11711,canaries,45,0
11712,comical,23,0
11715,karamanou,129,0
11716,378,6,0
11717,elemental,17,0
11718,idyllic,24,0
11719,inter - ethnic,64,0
11720,interethnic,39,0
11721,harshness,7,0
11722,hardness,6,0
11723,toughness,12,0
11724,ponte,27,0
11725,pacifist,66,0
11726,pacifists,6,0
11728,incrimination,8,0
11731,inquisition,19,0
11733,javier,204,0
11735,sacharov,6,0
11736,secession,68,0
11738,mafiosi,7,0
11739,statistically,79,0
11740,rambouillet,47,0
11742,nostril,6,0
11743,méndez,274,0
11744,mendez,6,0
11745,vigo,310,0
11746,rübig,353,0
11748,kurd,106,0
11749,kurds,265,0
11751,1978,112,0
11752,unsustainability,10,0
11753,246,12,0
11755,190,116,0
11756,7 . 05,22,0
11757,19 . 05,5,0
11758,velvet,16,0
11759,czechoslovakia,71,0
11760,worshipper,7,0
11761,12 . 40,16,0
11762,nassau,18,0
11763,acp -,16,0
11764,acp - eu,44,0
11765,plumb,35,0
11767,philip,117,0
11768,philips,27,0
11769,presidential,389,0
11770,oau,47,0
11774,cop-ppresident,9,0
11776,co - chair,11,0
11777,cos-pchair,25,0
11778,cos-pchairmen,5,0
11779,mauritius,114,0
11780,mauritian,7,0
11781,abuja,51,0
11784,nigeria,1040,0
11786,nigerians,22,0
11787,1975,213,0
11792,binge,5,0
11794,perpetuation,23,0
11795,warped,5,0
11796,twisted,7,0
11797,ignoble,14,0
11798,fraction,182,0
11799,regionalisation,168,0
11800,regionalization,27,0
11801,subsurface,17,0
11802,subsoil,9,0
11803,junker,75,0
11804,unbiased,23,0
11805,converse,7,0
11806,joaquín,24,0
11809,optimisation,29,0
11810,optimization,25,0
11812,hegemonic,18,0
11815,neo - colonialist,10,0
11816,rocard,342,0
11819,realignment,6,0
11823,vivendi,57,0
11825,emancipation,122,0
11829,psychic,31,0
11831,montenegro,873,0
11834,incalculable,116,0
11837,dayton,264,0
11838,yoke,66,0
11839,stranglehold,5,0
11840,choir,57,0
11841,defy,97,0
11842,georgievski,6,0
11843,polje,5,0
11846,unhoped,9,0
11848,hallway,62,0
11849,aisle,28,0
11850,humour,88,0
11851,humor,153,0
11852,paolo,63,0
11853,disinterested,17,0
11854,selfless,10,0
11855,overexploit,7,0
11857,springboard,44,0
11858,trampoline,7,0
11859,tribulation,11,0
11862,imperialistic,34,0
11863,imperialism,182,0
11865,plainly,6,0
11867,recreate,90,0
11868,misleadingly,8,0
11869,immersed,6,0
11870,mire,6,0
11871,mira,18,0
11872,1979,219,0
11873,a's,6,0
11874,methodological,67,0
11875,dose,300,0
11877,guardia,16,0
11878,counterfeited,13,0
11879,falsified,21,0
11880,betrayal,64,0
11881,treason,44,0
11882,treachery,8,0
11883,counterfeiter,53,0
11884,forger,15,0
11885,coelho,397,0
11886,punctually,15,0
11887,derision,5,0
11888,1929,57,0
11889,novelty,106,0
11890,newness,5,0
11891,midnight,161,0
11892,illumination,14,0
11893,ignite,26,0
11896,splendour,8,0
11897,splendor,7,0
11900,ucits,39,0
11902,prospective,26,0
11903,savers,106,0
11904,saver,6,0
11905,schmidt,208,0
11906,passport,888,0
11907,villiers,112,0
11908,lulling,373,0
11909,lull,26,0
11910,nasdaq,21,0
11911,bono,65,0
11912,1984,219,0
11915,unregulated,9,0
11916,moderately,22,0
11918,marrow,32,0
11919,1985,263,0
11920,lipietz,98,0
11923,kuckelkorn,59,0
11925,garcia,14,0
11926,margallo,17,0
11927,corset,10,0
11930,familiarise,59,0
11931,acquaint,5,0
11932,familiarize,17,0
11935,gramme,40,0
11936,gram,177,0
11940,disable,6,0
11941,kauppi,211,0
11942,olle,43,0
11943,brian,160,0
11944,crowley,271,0
11945,numbering,42,0
11948,isd,26,0
11949,di,171,0
11950,pietro,67,0
11951,irone,7,0
11952,rogatory,9,0
11953,speciality,94,0
11954,specialism,7,0
11955,specialty,28,0
11956,stitch,9,0
11958,sewing,13,0
11962,orwell,80,0
11964,imaginable,52,0
11965,undercover,12,0
11966,prefigure,5,0
11967,bonino,405,0
11969,enormity,12,0
11971,confrontational,17,0
11974,videogame,15,0
11975,imperfection,89,0
11976,comforting,34,0
11977,echelon,254,0
11978,cellular,73,0
11979,cellphone,19,0
11980,innocence,168,0
11981,preamble,219,0
11982,ado,7,0
11984,schizophrenia,122,0
11985,schizophrenics,7,0
11986,hashish,18,0
11987,lad,5,0
11990,grandma,60,0
11991,ahme,8,0
11992,ahmed,43,0
11993,bazin,24,0
11995,algerian,358,0
11996,algerians,11,0
11998,unseemly,8,0
11999,1959,58,0
12000,gorostiaga,52,0
12001,atxalandabaso,9,0
12002,il,43,0
12003,tdi,37,0
12004,muscardini,178,0
12005,und,19,0
12006,des,76,0
12007,restrain,8,0
12008,administratively,19,0
12009,flimsy,11,0
12010,zambia,74,0
12013,ashe,49,0
12017,banish,30,0
12023,uruguay,195,0
12027,sub - saharan,347,0
12029,neutralize,19,0
12030,neutralisation,13,0
12034,tanzania,193,0
12036,uganda,369,0
12038,sleeping,27,0
12043,microp-pproject,15,0
12044,micro - projects,5,0
12045,microproject,7,0
12046,hife,36,0
12047,hive,29,0
12048,beehive,33,0
12049,gordon,132,0
12050,durban,150,0
12051,newcastle,32,0
12052,freetown,24,0
12056,undignified,10,0
12057,251,56,0
12058,probation,11,0
12059,nicole,97,0
12060,142,640,0
12061,122,134,0
12062,goodyear,12,0
12063,non - european,6,0
12064,uninformed,17,0
12065,squeak,8,0
12066,nissan,13,0
12067,michelin,28,0
12068,ericsson,15,0
12069,cisterna,7,0
12071,condemnable,13,0
12072,monotonous,19,0
12074,toyota,34,0
12075,derbyshire,8,0
12076,corus,20,0
12077,270,42,0
12079,rugby,43,0
12080,127,83,0
12081,ejido,34,0
12082,bautista,27,0
12085,peaceably,9,0
12088,forefather,18,0
12089,forebear,15,0
12092,josé,413,0
12094,jose,34,0
12095,saramago,12,0
12097,jesús,11,0
12098,immemorial,28,0
12099,tolerant,190,0
12100,fus,9,0
12102,vengeance,38,0
12104,vendetta,9,0
12109,implacable,27,0
12110,unrelenting,12,0
12111,unforgiving,9,0
12114,callous,5,0
12115,alabama,63,0
12116,kkk,5,0
12118,2050,474,0
12119,hernández,128,0
12120,hernandez,12,0
12121,mollar,133,0
12122,lynching,25,0
12124,commando,13,0
12126,dug,6,0
12127,unearth,7,0
12128,excavation,15,0
12129,excavate,20,0
12130,exploiter,43,0
12131,exploitative,35,0
12132,wield,8,0
12134,calumny,5,0
12135,defame,11,0
12136,reactionary,230,0
12138,unspecified,7,0
12139,indeterminate,10,0
12140,undetermined,6,0
12141,brovina,12,0
12142,schori,22,0
12143,oostlander,396,0
12144,morgantini,153,0
12146,autochthonous,9,0
12147,hometown,5,0
12148,dineh,13,0
12149,arizona,54,0
12150,sterckx,350,0
12151,brempt,58,0
12152,cossutta,14,0
12153,vinci,190,0
12154,sörensen,57,0
12158,trentin,64,0
12159,maaten,186,0
12162,chechens,11,0
12163,fraisse,69,0
12164,morillon,246,0
12165,khmer,28,0
12166,diligent,44,0
12168,industrious,5,0
12169,sakellariou,127,0
12170,hoti,11,0
12171,avenge,8,0
12172,frederiksen,6,0
12173,invalid,13,0
12174,krajina,18,0
12177,unchr,11,0
12180,disconcerting,40,0
12181,puzzling,23,0
12182,baffling,14,0
12183,bewildering,16,0
12184,mystifying,7,0
12185,chevènement,5,0
12186,savimbi,13,0
12190,spicy,14,0
12191,realpolitik,57,0
12192,unita,82,0
12193,angolans,6,0
12194,additionally,15,0
12197,bloodiest,9,0
12198,bloodthirsty,10,0
12202,mbeki,85,0
12205,correspondent,70,0
12206,mugabe,730,0
12207,laurent,47,0
12209,mpla,8,0
12210,avid,13,0
12212,zaïre,9,0
12214,armed,227,0
12215,armada,8,0
12217,dangle,9,0
12219,pedro,37,0
12221,miner,67,0
12223,red-evaluate,8,0
12224,reevaluate,6,0
12229,drilling,84,0
12230,cradle,124,0
12232,birthplace,15,0
12233,crib,12,0
12236,navajo,11,0
12237,1974,140,0
12238,congress,1079,0
12239,congressional,33,0
12242,intimidated,8,0
12244,wrestler,17,0
12245,scrapper,9,0
12246,militant,118,0
12248,putin,632,0
12249,maltreatment,16,0
12250,mistreatment,26,0
12251,ingushetia,30,0
12252,1949,67,0
12253,whereabouts,43,0
12255,bandit,21,0
12258,kremlin,173,0
12259,anti - terrorist,118,0
12260,counter - terrorist,11,0
12263,anti - terror,20,0
12264,counterterrorism,14,0
12265,homicidal,5,0
12266,sarajevo,198,0
12267,bloodstream,25,0
12269,equidistance,10,0
12270,sihanouk,7,0
12272,booster,7,0
12273,uniformed,12,0
12275,oppressor,45,0
12276,embarrassingly,11,0
12277,disgracefully,5,0
12278,démarche,5,0
12283,eleventh,39,0
12284,tisza,28,0
12286,bushmeat,11,0
12287,hydrogeological,10,0
12288,m3,45,0
12289,venom,32,0
12290,poisoned,11,0
12292,venomous,12,0
12296,microbe,339,0
12299,ocha,9,0
12300,diabolical,28,0
12301,viceconte,35,0
12303,retail,7,0
12304,latitude,30,0
12305,latitudes,17,0
12306,eco - tourism,6,0
12307,ecotourism,8,0
12311,sporadic,40,0
12312,sporadically,5,0
12314,235,119,0
12316,crete,74,0
12318,multi - cultural,24,0
12319,papoutsis,127,0
12322,clumsy,35,0
12325,envious,7,0
12329,7 . 40,10,0
12330,eusko,6,0
12331,alkartasuna,6,0
12332,raymond,34,0
12333,priceless,13,0
12334,tajani,284,0
12335,excursion,14,0
12336,postage,5,0
12337,deafening,23,0
12338,deafen,6,0
12339,drift,143,0
12340,driftnet,16,0
12341,miller,161,0
12343,ferri,46,0
12344,ferris,8,0
12346,stenmarck,111,0
12347,97 / 67 /,6,0
12349,a . d .,5,0
12351,véronique,22,0
12352,mathieu,98,0
12353,liberalising,5,0
12354,parasite,95,0
12357,mccartin,142,0
12359,messenger,50,0
12361,anarchist,13,0
12365,uneconomical,7,0
12366,uneconomic,8,0
12367,pisa,42,0
12370,radwan,143,0
12372,hairdressing,7,0
12375,interpersonal,43,0
12376,invoicing,26,0
12377,e - invoicing,5,0
12378,billing,33,0
12380,rotational,9,0
12381,orkney,8,0
12382,franchise,29,0
12383,franchising,5,0
12384,mrs gillig,15,0
12385,gillig,7,0
12386,methodologically,6,0
12388,terminological,15,0
12390,detest,7,0
12391,duchy,36,0
12392,socio - cultural,20,0
12393,sociocultural,5,0
12395,turtle,102,0
12396,tortoise,18,0
12397,blinker,7,0
12398,blinder,6,0
12399,ultraliberalism,26,0
12400,ultra - liberalism,25,0
12401,11 . 10,12,0
12402,buesa,5,0
12403,jorge,40,0
12411,grandpa,23,0
12412,vitoria,9,0
12413,seville,455,0
12414,unstoppable,50,0
12415,paramilitary,233,0
12416,transgression,19,0
12417,duel,14,0
12418,tomás,8,0
12420,admiral,12,0
12424,duress,9,0
12425,euskal,9,0
12426,herritarrok,5,0
12427,nineteen,21,0
12428,piqué,25,0
12432,marrying,20,0
12433,marriage,824,0
12434,empathy,322,0
12436,outgo,29,0
12438,revolutionise,29,0
12439,revolutionize,60,0
12440,neil,95,0
12441,recognisable,47,0
12442,recognizable,35,0
12443,michele,7,0
12444,assiduously,5,0
12445,wade,24,0
12446,entertain,14,0
12447,entertained,7,0
12450,midwive,6,0
12451,sophistication,45,0
12454,diner,7,0
12455,cafeteria,24,0
12456,sintra,15,0
12458,glider,14,0
12459,pentagon,66,0
12460,discouragement,5,0
12461,despot,26,0
12462,georges,21,0
12463,robertson,15,0
12466,lyrical,17,0
12468,rivalry,145,0
12469,daniel,165,0
12470,slavishly,7,0
12471,cohn,20,0
12472,bendit,21,0
12473,panama,66,0
12474,somalia,562,0
12476,warmonger,15,0
12477,vow,8,0
12478,prague,310,0
12479,warsaw,225,0
12480,isolationism,8,0
12481,separatism,56,0
12482,geremek,62,0
12483,divisible,10,0
12484,polo,186,0
12486,disjointed,5,0
12487,weu,155,0
12488,degeneration,34,0
12490,militarize,9,0
12491,induction,11,0
12492,entrainment,5,0
12493,petersberg,126,0
12495,corp,5,0
12496,brigade,85,0
12497,brigadier,6,0
12499,catalonian,8,0
12500,voivodina,8,0
12502,1284,16,0
12503,aziz,27,0
12504,accommodating,11,0
12505,napoleonic,12,0
12507,wellington,8,0
12510,fairytale,7,0
12512,emanate,52,0
12513,static,127,0
12514,laugh,299,0
12515,giggle,7,0
12516,gendarme,5,0
12517,dixon,6,0
12518,wharf,6,0
12519,pier,9,0
12520,titley,338,0
12521,umbilical,39,0
12523,habeus,7,0
12524,sensor,317,0
12525,congressm,18,0
12526,congressman,16,0
12527,congresswoman,8,0
12528,ah,144,0
12529,courtyard,47,0
12530,playground,26,0
12533,queens,10,0
12534,1910,17,0
12535,councilman,6,0
12536,meritocracy,22,0
12537,modernity,78,0
12538,contemptuous,7,0
12539,derogatory,9,0
12540,avilés,72,0
12541,contemporary,218,0
12543,goddess,43,0
12544,fanatical,57,0
12545,fanatics,73,0
12546,zealot,7,0
12547,fanatic,14,0
12548,torrential,39,0
12551,rainwater,13,0
12552,cyclone,88,0
12555,contre,7,0
12556,faim,5,0
12558,contagious,101,0
12560,helicopter,253,0
12561,gunship,7,0
12563,aftermath,28,0
12564,sequel,25,0
12565,fallout,5,0
12566,creditor,223,0
12569,dipecho,7,0
12570,joaquim,6,0
12571,chissano,7,0
12572,nonexistent,12,0
12573,stricken,7,0
12574,limpopo,7,0
12576,wrench,6,0
12577,woefully,15,0
12578,maputo,24,0
12580,laissez,9,0
12581,faire,16,0
12582,econometric,21,0
12583,elevation,23,0
12586,nozzle,23,0
12587,mouth,465,0
12590,buenos aires,121,0
12591,2008,4305,0
12594,irredeemably,6,0
12595,carefree,5,0
12596,ore,20,0
12597,giorgos,7,0
12598,hybrid,89,0
12599,colossus,13,0
12600,superman,14,0
12601,hoechst,6,0
12602,unilever,50,0
12603,polarise,6,0
12604,polarize,10,0
12605,paralyzing,6,0
12606,corporatism,13,0
12607,clustering,5,0
12608,attwooll,104,0
12609,scientifically,256,0
12611,tunisia,1133,0
12613,tunis,91,0
12614,sète,12,0
12615,plankton,72,0
12616,montego,11,0
12617,peruvians,5,0
12620,internationalism,14,0
12621,accessibility,335,0
12623,desist,21,0
12625,grin,11,0
12626,smiley,10,0
12627,haddock,8,0
12630,misinterpretation,6,0
12631,misrepresentation,13,0
12632,hudghton,46,0
12633,anaemia,14,0
12634,anemia,17,0
12637,draconian,66,0
12638,disinfection,15,0
12640,240,73,0
12641,lockdown,13,0
12642,shie,5,0
12643,pharmaceutical,1004,0
12644,pharmacist,55,0
12645,mucus,7,0
12646,incubation,25,0
12647,patricia,38,0
12648,fallow,32,0
12649,mammal,257,0
12650,mammalian,22,0
12651,inactivate,9,0
12652,inactivated,15,0
12654,validation,111,0
12655,compassionate,85,0
12656,gallagher,194,0
12658,adjacent,85,0
12659,tropical,382,0
12660,temperate,37,0
12662,santiago,71,0
12663,compostela,18,0
12666,scr,11,0
12667,seine,6,0
12669,handbag,26,0
12671,auctioning,67,0
12673,goma,46,0
12674,sealing,6,0
12675,tardiness,12,0
12676,honduras,225,0
12678,exasperating,11,0
12679,infuriating,8,0
12680,830,6,0
12681,fiddle,7,0
12682,violin,72,0
12683,bergen,23,0
12684,2nd,11,0
12685,descarte,16,0
12686,descartes,13,0
12687,biomass,512,0
12689,letting,5,0
12692,blinded,5,0
12694,insensitive,44,0
12695,impervious,7,0
12697,unfeeling,5,0
12698,1958,75,0
12699,dolphin,198,0
12700,seafood,23,0
12702,lechner,41,0
12703,nihilo,5,0
12704,guillotine,24,0
12706,epilogue,9,0
12707,postscript,5,0
12709,causation,7,0
12710,causality,19,0
12711,mollusc,31,0
12715,tar,13,0
12716,crustacean,21,0
12717,ramification,55,0
12718,sediment,37,0
12719,sailor,41,0
12720,seamen,52,0
12722,brazenly,9,0
12723,ec -,5,0
12725,simon,89,0
12726,remittance,53,0
12727,issuance,40,0
12728,expedition,105,0
12730,politicised,16,0
12731,politicize,8,0
12733,menéndez,50,0
12734,preconceived,37,0
12735,preconception,8,0
12737,donkey,11,0
12738,transgress,9,0
12739,evasive,35,0
12740,non - committal,8,0
12741,unproductive,60,0
12742,subp-econtractor,27,0
12744,sub - contractor,8,0
12745,10 . 40,7,0
12746,faecal,8,0
12747,fecal,22,0
12748,eel,18,0
12752,haulier,123,0
12753,under - representation,5,0
12754,191,71,0
12758,dampen,5,0
12760,southampton,13,0
12761,faithfulness,5,0
12762,fidelity,32,0
12763,2100,34,0
12764,snatch,11,0
12766,toothbrush,28,0
12767,paintbrush,14,0
12768,rc,20,0
12769,paralysed,29,0
12771,paralyzed,17,0
12773,selectivity,65,0
12774,arsenal,180,0
12775,stockpile,9,0
12776,armoury,8,0
12781,whore,5,0
12783,roure,200,0
12784,iranian,602,0
12785,iranians,92,0
12787,taps,11,0
12788,faucet,10,0
12789,seppänen,208,0
12790,cardiff,405,0
12792,puddle,19,0
12793,suominen,19,0
12794,locomotive,92,0
12795,figuratively,7,0
12796,eco - social,8,0
12797,terminal,233,0
12798,terminally,6,0
12799,elitist,46,0
12801,paradigmatic,12,0
12802,delineate,5,0
12803,leghold,20,0
12805,unice,62,0
12806,durability,40,0
12807,indissociable,10,0
12808,neo - liberalism,35,0
12809,neoliberalism,72,0
12810,exponent,38,0
12811,monetarist,65,0
12812,anti - social,68,0
12813,antisocial,66,0
12814,organiser,88,0
12815,organising,6,0
12816,organizer,76,0
12817,organizing,19,0
12819,papa,7,0
12821,anti - constitutional,5,0
12825,vaguely,20,0
12826,loosely,6,0
12827,extenuating,13,0
12828,wallonia,39,0
12829,polarised,18,0
12830,polarized,17,0
12831,gainful,6,0
12833,bangemann,437,0
12834,macro - economy,5,0
12835,defensive,208,0
12836,defensively,6,0
12837,theological,41,0
12839,demonize,21,0
12840,demonisation,10,0
12841,casino,106,0
12842,industrialisation,71,0
12843,industrialization,26,0
12844,intimacy,72,0
12847,haunt,13,0
12848,cyberspace,48,0
12849,phenomenal,38,0
12851,juncker,396,0
12852,ciampi,22,0
12853,archimedes,8,0
12854,archimede,23,0
12855,straightjacket,6,0
12859,vector,62,0
12860,disturbed,7,0
12861,textile,1858,0
12862,weirdly,11,0
12866,sowing,22,0
12867,nightmarish,11,0
12868,nightmare,248,0
12869,erasmus,623,0
12870,brundtland,18,0
12872,consortia,30,0
12873,consortium,99,0
12874,bouwman,68,0
12875,fernández,92,0
12876,fernandez,12,0
12877,249,18,0
12878,aborigine,6,0
12879,aboriginal,19,0
12881,subjective,178,0
12883,jarzembowski,573,0
12884,inexplicable,73,0
12885,unexplained,12,0
12890,helcom,17,0
12893,cube,109,0
12894,antwerp,72,0
12895,amber,25,0
12896,0 . 01,10,0
12897,contention,8,0
12898,discord,46,0
12901,estonia,898,0
12905,piecyk,136,0
12906,annihilate,36,0
12908,snowflake,13,0
