,words,amounts,entropies
7048,12 . 25,10,0
7049,bbc,111,0
7053,enrolment,10,0
7054,budgetisation,6,0
7055,enrollment,5,0
7057,davies,137,0
7061,disrepute,11,0
7065,banotti,87,0
7066,fee,14,0
7069,doctrine,109,0
7070,tenet,6,0
7072,communists,19,0
7075,bulldozer,24,0
7076,malta,855,0
7080,corrie,34,0
7085,unthinkable,119,0
7091,chileans,5,0
7095,mankind,238,0
7096,humankind,61,0
7097,humanitarian,2855,0
7098,danube,631,0
7103,enrique,27,0
7105,suddenly,705,0
7108,fiftieth,10,0
7109,falsehood,8,0
7110,decourrière,27,0
7111,interreg,222,0
7112,procacci,6,0
7113,stenzel,46,0
7116,1996,1506,0
7118,chain,690,0
7120,c',6,0
7121,interregional,85,0
7122,inter - regional,40,0
7124,cross - regional,9,0
7125,principally,7,0
7126,fidelity,8,0
7131,illustrative,12,0
7132,incarnation,6,0
7133,embodiment,22,0
7135,multi - sectoral,5,0
7137,multisectoral,5,0
7138,multifunctionality,19,0
7139,multi - functionality,5,0
7140,recreation,15,0
7143,1991,374,0
7144,217,12,0
7145,800,237,0
7146,4 000,6,0
7149,density,175,0
7151,carrefour,5,0
7154,exhortation,7,0
7156,employability,103,0
7158,mainstream,17,0
7159,thematic,255,0
7163,atmospheric,126,0
7165,privation,6,0
7166,impoverishment,17,0
7169,neighbourly,79,0
7170,neighbourliness,37,0
7171,neighborhood,159,0
7172,moss,5,0
7181,handedness,5,0
7182,arbitrariness,22,0
7183,inward,9,0
7184,introverted,10,0
7187,post - industrial,7,0
7190,reciprocal,181,0
7191,mutual,99,0
7195,specialisation,58,0
7196,specialization,13,0
7198,youthful,8,0
7201,rejoin,8,0
7202,re - enter,13,0
7203,fateful,10,0
7204,demarch,13,0
7205,socio -,29,0
7207,socioeconomic,73,0
7210,phare,450,0
7211,tacis,262,0
7212,meda,374,0
7213,usable,5,0
7216,unevenly,7,0
7218,knowingly,11,0
7219,consciously,41,0
7221,adriatic,48,0
7222,ispa,29,0
7223,nearer,5,0
7226,spillage,6,0
7229,splendidly,5,0
7230,500,1015,0
7235,dearly,35,0
7236,measurement,263,0
7237,measuring,53,0
7239,metering,8,0
7240,propaganda,85,0
7241,collector,18,0
7242,gatherer,6,0
7245,cop-efinance,20,0
7247,cop-efund,6,0
7248,squandering,9,0
7249,dividend,46,0
7250,nepotism,28,0
7252,+,31,0
7253,investor,842,0
7254,sync,9,0
7255,synchronize,11,0
7256,synce,5,0
7257,penny,25,0
7262,smoother,8,0
7265,artificial,308,0
7267,ghettos,24,0
7268,ghetto,19,0
7269,ghettoe,8,0
7275,ingenious,5,0
7277,astute,6,0
7281,asylum,2348,0
7282,participative,24,0
7283,participatory,53,0
7286,ecologist,18,0
7288,sapard,28,0
7291,morph,5,0
7292,metamorphosis,5,0
7296,natura,375,0
7297,ecosystem,671,0
7298,user,1830,0
7300,meijer,61,0
7302,animosity,9,0
7304,peninsular,6,0
7305,obnova,5,0
7306,inshore,11,0
7309,villager,13,0
7310,peasant,13,0
7313,navy,63,0
7314,seamen,45,0
7317,nautical,21,0
7319,u . n .,20,0
7323,discreet,24,0
7324,discretionary,60,0
7325,discrete,8,0
7328,provincial,13,0
7330,nuts,76,0
7332,colonialism,69,0
7334,colonialist,11,0
7337,hopelessness,22,0
7338,exporting,13,0
7339,readjustment,7,0
7341,reconversion,6,0
7342,insular,8,0
7346,eff,18,0
7347,regis,13,0
7348,marriage,512,0
7350,wedding,55,0
7351,nanny,14,0
7352,church,649,0
7354,sidestep,7,0
7358,idealist,12,0
7359,charm,6,0
7360,fascination,8,0
7361,gender,927,0
7364,nearby,48,0
7365,sicilian,7,0
7366,sicily,27,0
7368,inexplicable,40,0
7369,unexplained,26,0
7370,monika,12,0
7372,infinitely,29,0
7373,restate,7,0
7374,reword,5,0
7375,hospitable,11,0
7377,socket,5,0
7378,cross - sectoral,25,0
7379,cross - sector,9,0
7380,cross - cutting,13,0
7385,england,458,0
7386,hertfordshire,5,0
7391,suffolk,7,0
7392,destination,316,0
7394,klima,15,0
7400,headwind,6,0
7404,liquidate,5,0
7407,toe,6,0
7408,fmd,7,0
7409,drinking,129,0
7410,potable,14,0
7412,barcelona,606,0
7413,200,953,0
7417,ngos,155,0
7418,mko,7,0
7420,fittest,10,0
7422,wonderfully,5,0
7424,re - education,5,0
7428,medina,274,0
7429,ortega,211,0
7430,caroline,38,0
7432,anti - nuclear,7,0
7433,glasgow,6,0
7434,hautala,193,0
7435,lannoye,196,0
7436,relaxation,69,0
7437,easing,5,0
7438,slack,5,0
7439,trident,11,0
7442,ghilardotti,84,0
7445,phenomenal,6,0
7446,inflation,884,0
7447,faraway,5,0
7448,turnout,33,0
7450,amass,5,0
7454,militarily,41,0
7457,philosophical,121,0
7460,organising,5,0
7461,organizational,45,0
7462,organizing,13,0
7464,zeal,40,0
7466,jealously,8,0
7467,zealous,5,0
7475,#NAME?,30,0
7477,euro - mediterranean,23,0
7478,euromediterranean,23,0
7479,palpable,5,0
7481,absolutist,6,0
7486,keeper,5,0
7488,reread,11,0
7489,re - read,10,0
7490,unwavering,10,0
7491,unshakeable,9,0
7495,secular,96,0
7496,cosmic,47,0
7498,religious,1523,0
7506,dictatorial,92,0
7507,sexual,1559,0
7510,theorist,13,0
7512,prioritisation,5,0
7516,usefully,10,0
7519,diagnostics,8,0
7520,diagnostic,28,0
7522,containment,5,0
7524,democratisation,531,0
7528,rome,513,0
7532,rift,6,0
7533,rupture,5,0
7534,menu,32,0
7535,menus,6,0
7537,wag,6,0
7540,secretarial,12,0
7543,telegram,20,0
7545,litany,7,0
7547,140,150,0
7548,jean,257,0
7550,eeurope,14,0
7552,eyesight,11,0
7553,stifl,6,0
7556,choke,13,0
7557,driw,14,0
7559,plank,5,0
7560,lifeline,6,0
7561,precipitate,6,0
7564,wnt,81,0
7566,foment,10,0
7567,romania,1590,0
7570,oligarchy,34,0
7574,clandestine,7,0
7576,inter,5,0
7579,repaid,9,0
7581,biblical,41,0
7582,inspired,5,0
7586,misrepresentation,7,0
7587,misinterpretation,29,0
7592,antiquated,25,0
7595,handful,34,0
7598,bossy,7,0
7601,cynicism,84,0
7603,cynic,25,0
7604,lane,46,0
7606,wondrous,13,0
7608,bravery,22,0
7610,gulag,9,0
7611,salvation,30,0
7612,derivative,17,0
7614,carlo,25,0
7616,illuminate,24,0
7617,nielson,134,0
7619,reunion,19,0
7622,123,96,0
7623,handout,10,0
7625,tacit,22,0
7626,adaptability,83,0
7627,retrain,7,0
7628,consensual,73,0
7631,generalized,6,0
7635,reformer,28,0
7637,thousandth,5,0
7639,gloss,7,0
7640,camouflage,7,0
7647,esprit,10,0
7650,3 000,8,0
7651,symptom,284,0
7655,annoy,15,0
7657,colossal,38,0
7661,originality,11,0
7663,prank,5,0
7664,parody,24,0
7667,travesty,10,0
7668,charade,6,0
7669,vitorino,162,0
7670,commemoration,16,0
7673,ioc,16,0
7674,generalisation,27,0
7675,generalization,15,0
7676,anomalous,10,0
7677,bumpy,5,0
7679,virtuous,48,0
7680,busquin,94,0
7681,spokesperson,5,0
7682,spokesman,5,0
7683,networking,7,0
7686,hobbie,12,0
7687,hobby,23,0
7690,awike,6,0
7691,sisyphus,8,0
7692,ally,531,0
7694,closeness,25,0
7695,upstairs,5,0
7698,alarmist,5,0
7701,modus,32,0
7702,operandi,5,0
7705,updating,19,0
7707,appearance,163,0
7709,137,102,0
7712,stereotyping,9,0
7713,stereotypical,8,0
7714,frontline,6,0
7717,semicircle,5,0
7718,methodical,14,0
7721,terrón,40,0
7722,cusí,21,0
7724,oral,847,0
7726,communitisation,45,0
7728,communitarisation,52,0
7729,communitization,16,0
7730,communitarization,14,0
7731,tampere,65,0
7732,masse,39,0
7733,massively,49,0
7734,159,35,0
7735,2025,70,0
7738,900,95,0
7739,disparate,12,0
7740,dissimilar,5,0
7741,impoverished,5,0
7742,pensioner,505,0
7743,retired,23,0
7752,pre - existing,8,0
7753,sociological,19,0
7754,assimilation,37,0
7756,misrepresent,5,0
7757,waver,6,0
7763,calais,9,0
7766,technocratic,73,0
7769,unwillingness,75,0
7771,hesitancy,5,0
7773,waterford,25,0
7774,unloading,44,0
7775,dominique,36,0
7776,souchet,81,0
7777,verse,15,0
7778,lyric,6,0
7780,clan,5,0
7781,agitation,8,0
7783,populous,9,0
7786,irresponsibility,86,0
7787,inflict,5,0
7790,disorientation,8,0
7791,ineffectual,21,0
7792,inefficient,101,0
7795,impass,12,0
7796,degenerate,22,0
7797,nominal,103,0
7798,biannual,6,0
7799,bi - annual,5,0
7800,anti - farming,8,0
7801,anti - agricultural,5,0
7804,unwieldy,7,0
7805,efta,28,0
7806,graefe,210,0
7807,zu,210,0
7808,baringdorf,213,0
7810,1988,172,0
7811,doyle,212,0
7813,152,99,0
7814,gmos,345,0
7817,tag,7,0
7818,1987,163,0
7819,concealment,11,0
7820,remaining,16,0
7821,zootechnical,9,0
7823,inoculate,5,0
7825,inoculation,6,0
7828,poultrymeat,8,0
7831,fertilizer,30,0
7832,slurry,8,0
7833,dung,9,0
7835,pulp,6,0
7836,brazil,242,0
7841,industrialist,26,0
7842,billboard,7,0
7843,necessity,400,0
7844,protagonist,85,0
7845,actress,10,0
7846,diligence,39,0
7850,kindermann,58,0
7851,auroi,15,0
7852,floodgate,7,0
7853,gateway,45,0
7854,microm-eorganism,45,0
7855,microorganism,20,0
7858,hygienic,6,0
7861,non - transparent,7,0
7862,90 / 220,26,0
7863,rewording,26,0
7864,reformulate,6,0
7865,reformulation,7,0
7866,redrafting,9,0
7867,recast,22,0
7869,raw,38,0
7870,vertical,40,0
7871,misplaced,7,0
7872,misplace,5,0
7873,untimely,8,0
7874,inopportune,9,0
7875,jurisprudence,41,0
7876,nicholson,134,0
7878,tse,20,0
7879,invaluable,80,0
7880,inestimable,9,0
7881,priceless,17,0
7882,schierhuber,60,0
7883,insidious,28,0
7888,culling,7,0
7890,lienemann,112,0
7893,soares,17,0
7894,ocean,494,0
7895,ospar,46,0
7896,propel,5,0
7901,drought,217,0
7903,drier,6,0
7904,243,9,0
7905,2020,3478,0
7909,collaborative,55,0
7911,invoice,42,0
7915,panick,8,0
7917,altar,84,0
7919,edinburgh,147,0
7920,swell,6,0
7923,hormonal,26,0
7925,abbreviate,8,0
7930,nonp-ehazardous,20,0
7931,mechanically,23,0
7932,102,56,0
7933,103,173,0
7934,104,43,0
7935,107,54,0
7937,scarcer,6,0
7938,drying,6,0
7939,geological,69,0
7940,geologic,5,0
7941,profession,371,0
7947,inundate,11,0
7949,lakes,35,0
7952,maximisation,13,0
7953,ursula,6,0
7954,schleicher,54,0
7955,1953,35,0
7956,positioning,14,0
7958,placement,60,0
7959,depletion,37,0
7961,dwindle,5,0
7965,borderline,5,0
7966,liminal,6,0
7967,hungary,1300,0
7969,lobbyist,11,0
7971,doñana,6,0
7972,shortening,6,0
7973,shortcut,8,0
7976,unaltered,8,0
7978,immutable,6,0
7979,unchanging,7,0
7981,108,117,0
7984,progeny,7,0
7986,reverb,6,0
7987,biological,655,0
7989,humanly,7,0
7990,synthetic,133,0
7996,anecdote,14,0
7999,clinical,323,0
8002,viviane,24,0
8003,günter,19,0
8004,verheugen,577,0
8006,paternalistic,38,0
8007,dupuis,121,0
8008,haarder,87,0
8012,1957,95,0
8013,beazley,57,0
8014,pertain,5,0
8015,maij,23,0
8017,utopia,47,0
8018,yorkshire,42,0
8019,misinformation,29,0
8021,westminster,30,0
8024,objectivity,95,0
8026,apprentice,22,0
8028,amusing,18,0
8029,entertaining,23,0
8031,63,159,0
8032,travelling,8,0
8033,1408,18,0
8035,sociopolitical,6,0
8036,penetration,62,0
8037,infiltration,15,0
8038,debris,7,0
8039,mortality,334,0
8040,steep,27,0
8041,abrupt,8,0
8043,emissary,10,0
8045,vaccine,489,0
8049,tendering,13,0
8051,unbelievably,26,0
8052,underfund,8,0
8053,carriage,9,0
8054,inferior,15,0
8056,embargo,150,0
8061,agglomeration,13,0
8064,azerbaijani,30,0
8068,ilisu,6,0
8069,syria,622,0
8071,iraq,1437,0
8073,variability,12,0
8074,commentator,45,0
8075,destabilisation,106,0
8078,destabilization,18,0
8079,supplant,5,0
8082,6 . 1,7,0
8083,inflammatory,22,0
8086,supernumerary,14,0
8087,electrical,383,0
8090,gestation,5,0
8091,xi,9,0
8098,boyne,5,0
8099,drogheda,5,0
8101,wildlife,10,0
8104,savagely,9,0
8107,wildernes,5,0
8109,louth,6,0
8111,stegrennan,5,0
8114,obsessively,5,0
8115,fixation,6,0
8118,planner,8,0
8123,mechanistic,12,0
8124,mckenna,173,0
8126,dissuade,10,0
8127,discouraged,7,0
8128,ritt,11,0
8129,bjerregaard,120,0
8134,diversion,21,0
8137,pathological,8,0
8138,isler,71,0
8140,7 . 5,35,0
8141,thermonuclear,26,0
8143,ecus,45,0
8145,inwards,6,0
8146,maccormick,97,0
8147,cofinancing,315,0
8148,cop-efinancing,64,0
8149,co - funding,15,0
8150,quantum,41,0
8151,rechar,17,0
8152,andalusia,16,0
8153,rato,6,0
8157,cautionary,6,0
8158,izquierdo,118,0
8160,fanciful,8,0
8161,resourceful,6,0
8163,imagination,336,0
8165,51,218,0
8169,informatics,6,0
8170,computational,29,0
8171,canteen,5,0
8172,restaurant,134,0
8173,diner,7,0
8175,valencian,6,0
8177,occupied,24,0
8178,occupying,6,0
8179,withhel,5,0
8180,withholding,17,0
8184,rite,5,0
8185,virtual,239,0
8187,digital,1361,0
8189,creator,173,0
8190,52,215,0
8191,53,194,0
8192,54,197,0
8194,alcoholism,48,0
8198,traveller,163,0
8199,traveler,18,0
8201,lapse,29,0
8202,lund,5,0
8206,traffick,7,0
8209,bavaria,42,0
8210,posselt,335,0
8214,whisky,45,0
8215,whiskey,11,0
8216,bordeaux,5,0
8217,purvis,77,0
8218,highland,17,0
8219,distil,9,0
8220,distillation,72,0
8221,dependant,5,0
8223,gin,7,0
8224,jeans,5,0
8228,gasoline,9,0
8229,motorist,20,0
8233,equalise,9,0
8235,inherently,34,0
8237,inseparably,7,0
8238,indissolubly,5,0
8242,goggles,10,0
8244,flashlight,7,0
8245,alsace,20,0
8246,114,75,0
8247,7 . 30,13,0
8250,tortured,6,0
8252,yugoslavia,962,0
8255,whim,19,0
8256,vagary,5,0
8257,unpredictable,96,0
8259,unforeseen,114,0
8260,unforeseeable,34,0
8261,adversity,30,0
8262,tightly,7,0
8265,49,264,0
8266,87,103,0
8267,58,195,0
8268,abstraction,7,0
8272,casualty,6,0
8274,traumatise,8,0
8275,traumatize,5,0
8276,annihilation,5,0
8278,prohibitive,42,0
8279,prohibitionist,12,0
8281,dirt,14,0
8282,marset,66,0
8283,campos,119,0
8289,thorny,53,0
8290,mismatch,19,0
8291,inherent,97,0
8292,intrinsic,55,0
8295,sunlight,9,0
8299,uninhabited,9,0
8300,uninhabitable,5,0
8303,drainage,6,0
8304,cleanliness,6,0
8307,meter,38,0
8308,1977,53,0
8310,executor,6,0
8311,agronomic,7,0
8312,hydraulic,9,0
8313,plumber,19,0
8314,ancient,359,0
8315,850,61,0
8316,613,21,0
8318,extortion,14,0
8319,blackmailing,5,0
8320,upgrading,65,0
8322,rationality,17,0
8323,rationalism,5,0
8325,"1 , 300",7,0
8326,biotope,5,0
8329,comparative,218,0
8330,individualise,11,0
8336,politely,30,0
8338,bartho,9,0
8339,pronk,105,0
8341,similarity,104,0
8342,resemblance,7,0
8343,sameness,9,0
8344,commonality,6,0
8345,jan,115,0
8346,lancker,181,0
8349,immigrate,13,0
8352,pupil,130,0
8353,schoolchild,48,0
8355,buying,10,0
8356,insipid,5,0
8357,herman,175,0
8358,schmid,102,0
8360,braking,6,0
8362,steven,9,0
8363,hughes,99,0
8367,launching,5,0
8369,currency,1238,0
8370,redistributive,22,0
8371,exogenous,5,0
8373,shaky,5,0
8376,weiler,174,0
8377,diamantopoulou,59,0
8379,phonogram,12,0
8380,avc,14,0
8381,artistic,238,0
8389,anti - counterfeiting,6,0
8390,berne,8,0
8391,reproduction,128,0
8392,spawning,7,0
8394,spawn,5,0
8398,homogeneity,15,0
8399,arbitration,40,0
8400,patenting,9,0
8403,crystallise,6,0
8406,barzanti,48,0
8409,bondholder,6,0
8410,300,669,0
8412,klm,14,0
8416,inaccuracy,28,0
8420,sniff,8,0
8422,71,120,0
8423,unlawfully,36,0
8424,footballer,19,0
8427,multi - faceted,16,0
8430,2005,2256,0
8431,9 . 5,13,0
8432,destabilize,13,0
8433,2 . 9,23,0
8434,amado,17,0
8435,imaginary,36,0
8436,fictional,30,0
8437,178,10,0
8438,177,25,0
8441,institutionalise,27,0
8442,institutionalize,12,0
8443,dilemma,91,0
8447,bangkok,31,0
8450,april,1561,0
8451,uncritical,5,0
8452,michel,444,0
8453,camdessus,9,0
8454,unctad,10,0
8457,coward,11,0
8459,indebtedness,5,0
8460,sahel,49,0
8463,jamaica,17,0
8464,eu .,14,0
8466,co - president,15,0
8467,cop-ppresident,5,0
8468,co - chairman,9,0
8469,co - chair,8,0
8470,cos-pchair,16,0
8471,acp - eu,17,0
8472,acp -,10,0
8473,peacekeeping,81,0
8474,peacekeeper,8,0
8475,africans,61,0
8476,arbiter,6,0
8477,referee,31,0
8478,arbitrator,22,0
8480,sandbaek,5,0
8481,swaziland,7,0
8482,physic,44,0
8483,luis,68,0
8484,wealthiest,5,0
8485,1900,38,0
8488,revolt,42,0
8489,rebellion,25,0
8491,uprising,169,0
8492,insurrection,7,0
8493,insurgency,21,0
8496,cellphone,13,0
8501,sage,5,0
8502,stiff,5,0
8503,dg,298,0
8504,cart,5,0
8507,190,85,0
8508,chop,5,0
8512,nip,8,0
8513,deceit,11,0
8514,cheating,9,0
8516,sahara,335,0
8518,saharan,29,0
8521,hunger,453,0
8526,millisecond,9,0
8527,demonstrator,244,0
8528,protester,87,0
8529,protestor,50,0
8533,minefield,18,0
8534,ineffectiveness,36,0
8535,modrow,6,0
8536,cuba,367,0
8539,13 . 5,7,0
8540,maes,88,0
8541,mae,7,0
8542,diplomacy,403,0
8544,hospitality,56,0
8545,hosting,5,0
8546,pt,2036,0
8548,miraculously,11,0
8549,mulder,195,0
8550,relativity,37,0
8554,burkina,11,0
8558,69,123,0
8559,approximation,7,0
8560,terrified,31,0
8562,terrorize,7,0
8563,cohn,111,0
8565,moroccans,11,0
8566,maghreb,114,0
8568,68,136,0
8569,76,82,0
8570,78,139,0
8571,84,77,0
8573,88,114,0
8574,62,145,0
8575,93,75,0
8576,94,62,0
8577,57,151,0
8578,73,64,0
8579,79,95,0
8580,86,107,0
8581,89,69,0
8583,106,63,0
8584,59,152,0
8585,61,149,0
8586,64,153,0
8587,66,124,0
8588,72,140,0
8589,83,70,0
8590,91,61,0
8591,92,87,0
8592,97,53,0
8594,81,127,0
8595,rev .,10,0
8596,101,63,0
8598,methodology,346,0
8600,epidemic,249,0
8601,epidemics,72,0
8602,intellect,7,0
8605,privatisation,478,0
8607,privatization,55,0
8608,fr,4052,0
8609,witch,35,0
8612,rogue,5,0
8614,autochthonous,5,0
8616,sperm,38,0
8617,semen,16,0
8619,bean,6,0
8620,sowing,7,0
8621,cocoon,7,0
8622,purity,27,0
8628,dishwasher,11,0
8629,handwashing,7,0
8630,brainwashing,6,0
8632,blunt,5,0
8633,brute,8,0
8634,marginally,13,0
8635,upside,19,0
8639,plentiful,7,0
8643,immerse,18,0
8644,sank,38,0
8646,sunk,13,0
8647,submerge,12,0
8648,plung,10,0
8649,mire,5,0
8650,reciprocity,357,0
8651,mutuality,19,0
8653,interrelated,13,0
8659,mundane,5,0
8662,infuse,5,0
8663,animated,14,0
8668,fora,35,0
8670,undervaluation,5,0
8671,devaluation,88,0
8673,lofty,10,0
8678,narcissism,14,0
8679,vaclav,13,0
8680,havel,52,0
8686,crackdown,23,0
8687,tibet,688,0
8689,mongolia,38,0
8691,spaceship,15,0
8699,gorgeous,9,0
8701,troop,12,0
8702,soldier,758,0
8705,salute,6,0
8706,greeting,48,0
8707,awe,35,0
8708,ecumenical,36,0
8709,spell,6,0
8710,aforesaid,13,0
8714,postgraduate,18,0
8718,tyranny,76,0
8719,universe,705,0
8720,cosmos,17,0
8723,middleman,9,0
8724,facilitator,29,0
8725,warfare,9,0
8726,polemics,6,0
8727,warship,7,0
8728,decree,176,0
8729,ordinance,8,0
8734,conformism,5,0
8736,solzhenitsyn,5,0
8737,individualism,11,0
8741,genocide,422,0
8744,canada,1118,0
8747,guerrilla,35,0
8748,insurgent,6,0
8750,footstep,6,0
8751,liberating,11,0
8753,denigrate,6,0
8755,czechs,33,0
8756,methodically,6,0
8757,falun gong,15,0
8759,inviolability,31,0
8763,arabia,185,0
8764,arabian,7,0
8767,wahid,21,0
8768,timor,204,0
8772,moluccan,5,0
8773,burma,1001,0
8776,thai,6,0
8777,aung,247,0
8778,san,317,0
8779,sui,14,0
8780,kyi,229,0
8783,malaysia,68,0
8785,caning,5,0
8788,angola,187,0
8789,angolan,30,0
8790,hecke,72,0
8791,wuori,42,0
8793,dunn,56,0
8794,tune,10,0
8795,melody,20,0
8796,ferber,190,0
8797,cushnahan,52,0
8798,cashman,243,0
8799,cascade,7,0
8800,cataract,5,0
8801,waterfall,9,0
8802,salafranca,194,0
8807,soto,18,0
8808,dichotomy,9,0
8809,dismemberment,6,0
8812,nicosia,24,0
8814,athena,6,0
8815,athen,34,0
8816,papandreou,37,0
8818,rapprochement,9,0
8820,ccee,5,0
8821,polemic,10,0
8824,disarming,13,0
8825,disarmament,302,0
8828,langer,10,0
8833,poos,49,0
8834,poo,15,0
8836,loom,7,0
8839,pinnacle,6,0
8842,rough,6,0
8843,colonist,5,0
8844,1974,90,0
8845,alyssandrakis,33,0
8848,akin,23,0
8849,none-inational,5,0
8850,extraterrestrial,7,0
8854,tenderness,21,0
8855,jewel,10,0
8856,jewellery,5,0
8857,jewelry,12,0
8861,discreetly,9,0
8862,rothe,114,0
8863,forwards,14,0
8869,comical,13,0
8870,comedian,25,0
8876,standardize,33,0
8877,standardized,5,0
8880,karamanou,71,0
8881,378,6,0
8882,rudimentary,6,0
8883,idyllic,9,0
8885,νατο,36,0
8886,inter - ethnic,12,0
8888,carelessly,7,0
8890,ponte,18,0
8891,pacifist,13,0
8897,milosovic,7,0
8906,1244,32,0
8907,culminate,36,0
8908,h .,10,0
8909,secession,21,0
8910,catharsis,6,0
8914,journalist,1331,0
8917,calamity,12,0
8918,yugoslavian,30,0
8919,corpus,62,0
8921,vigo,190,0
8922,violent,649,0
8924,dissuasive,44,0
8926,bipartite,8,0
8928,g8,198,0
8931,deform,5,0
8932,kurd,43,0
8933,kurds,122,0
8935,1978,64,0
8938,246,9,0
8939,248,12,0
8940,taske,5,0
8941,mediating,7,0
8942,7 . 05,17,0
8943,19 . 05,5,0
8947,worshipper,6,0
8948,loyally,14,0
8949,nigeria,441,0
8951,maiden,19,0
8952,1975,145,0
8954,upsurge,7,0
8957,chill,6,0
8958,creepy,11,0
8959,conurbation,5,0
8960,consortia,8,0
8961,consortium,38,0
8964,loot,6,0
8965,plundering,22,0
8967,stripping,12,0
8968,pillaging,14,0
8969,fraction,12,0
8970,regionalisation,97,0
8971,regionalization,7,0
8972,slim,100,0
8973,decisionpmaker,5,0
8974,junker,34,0
8975,cubans,31,0
8977,miranda,81,0
8978,havana,33,0
8980,helms,13,0
8982,hegemony,40,0
8985,alley,10,0
8987,rocard,137,0
8988,demeaning,5,0
8991,stabex,10,0
8992,sysmin,5,0
8993,d' ivoire,10,0
8994,d'ivoire,52,0
8995,ivorian,11,0
8999,skopje,26,0
9002,vivendi,33,0
9003,emancipation,62,0
9004,affinity,5,0
9007,europeanisation,19,0
9008,delude,6,0
9010,exaggerating,6,0
9012,presidential,567,0
9013,misunderstood,6,0
9014,untold,9,0
9016,cologne,58,0
9018,masterpiece,54,0
9019,lithuania,950,0
9021,croatia,1189,0
9024,architectural,44,0
9025,escalation,186,0
9027,scaling,7,0
9028,paradoxically,41,0
9032,bizarrely,5,0
9034,paolo,55,0
9035,springboard,21,0
9037,imperialism,80,0
9038,imperialistic,22,0
9039,contractual,114,0
9041,jure,18,0
9042,maturity,116,0
9045,souladakis,7,0
9048,adelaide,5,0
9049,aglietta,31,0
9050,sine,11,0
9051,qua,11,0
9052,non,27,0
9055,plumb,31,0
9057,whistling,11,0
9060,foetal,6,0
9061,disclaim,5,0
9062,shirk,10,0
9063,hesitantly,8,0
9064,tentatively,5,0
9065,mira,23,0
9066,knörr,11,0
9068,sec,8,0
9069,methodological,45,0
9073,instalment,16,0
9074,tranch,8,0
9079,falsified,31,0
9082,forger,9,0
9084,coelho,318,0
9085,misconduct,7,0
9086,1929,37,0
9087,passport,607,0
9091,spoil,11,0
9092,ecb,683,0
9093,esf,161,0
9096,follicle,13,0
9098,mr schulz,27,0
9099,schultz,16,0
9101,nomenclature,52,0
9102,midnight,85,0
9103,schreyer,127,0
9105,alkartasuna,6,0
9107,raymond,14,0
9113,tajani,265,0
9114,monti,503,0
9119,miller,55,0
9120,postman,8,0
9122,1 . 7,72,0
9123,stenmarck,26,0
9125,gramme,31,0
9126,gram,114,0
9127,ounce,6,0
9129,g's,6,0
9131,defective,64,0
9132,faulty,12,0
9133,véronique,15,0
9134,mathieu,88,0
9135,underpaid,6,0
9139,adage,5,0
9147,mccartin,50,0
9148,naively,11,0
9149,fax,19,0
9151,telephony,72,0
9153,convenient,19,0
9155,identifiable,6,0
9156,newcomer,14,0
9157,abruptly,19,0
9158,chaos,209,0
9160,shamble,8,0
9163,involuntarily,6,0
9164,unintentionally,5,0
9165,uneconomical,8,0
9166,tread,6,0
9167,economics,8,0
9174,aisle,7,0
9177,slowness,36,0
9178,taxis,8,0
9179,taxi,42,0
9180,cab,9,0
9181,radwan,80,0
9185,interpersonal,27,0
9190,mound,5,0
9191,lofa,6,0
9192,bus,668,0
9193,shuttle,15,0
9194,staes,142,0
9195,stae,6,0
9196,illustration,19,0
9197,depiction,10,0
9199,imagery,8,0
9201,terminology,111,0
9205,socio - cultural,5,0
9206,unprofitable,14,0
9209,barbarous,26,0
9211,barbarian,14,0
9212,barbarians,9,0
9213,humane,5,0
9214,fernando,24,0
9215,buesa,5,0
9216,blanco,19,0
9217,jorge,21,0
9218,bodyguard,21,0
9219,musketeer,12,0
9220,autobiography,13,0
9225,unstoppable,11,0
9229,outfit,8,0
9231,laundry,9,0
9232,paramilitary,136,0
9235,euskal,12,0
9236,herritarrok,10,0
9237,nineteen,8,0
9240,impatience,40,0
9242,assiduously,5,0
9244,diligently,15,0
9245,idealism,29,0
9247,ex,20,0
9248,prognosis,21,0
9249,prognose,5,0
9250,forecasting,5,0
9251,theato,152,0
9252,robustness,8,0
9254,berry,5,0
9255,softly,5,0
9256,unsustainable,5,0
9257,fullest,11,0
9258,fuller,15,0
9260,paperwork,6,0
9261,budgeting,5,0
9267,trench,14,0
9270,policing,51,0
9272,trans - atlantic,21,0
9273,norway,82,0
9278,robertson,6,0
9280,"40 , 000",32,0
9281,sintra,14,0
9284,improbable,24,0
9285,pleasantly,14,0
9286,savagery,5,0
9287,lyrical,6,0
9289,autonomously,18,0
9291,complicity,61,0
9292,connivance,9,0
9293,imperial,21,0
9295,claude,109,0
9296,martinez,45,0
9298,bendit,194,0
9300,panama,34,0
9301,somalia,359,0
9303,warmonger,6,0
9308,geremek,35,0
9314,weu,103,0
9318,bedtime,5,0
9319,strap,6,0
9320,ty,7,0
9323,v,106,0
9325,bloodstream,11,0
9326,bloodbath,8,0
9327,franco,17,0
9330,catalonian,5,0
9331,robles,38,0
9333,iraqis,74,0
9334,1284,10,0
9335,aziz,26,0
9336,upright,7,0
9337,hife,13,0
9341,scrapper,10,0
9342,warrior,49,0
9343,bodied,5,0
9344,feira,185,0
9345,60 000,12,0
