,words,amounts,entropies
6340,expatriación,8,0
6343,instilar,7,0
6352,delegado,239,0
6353,dignidad,2682,0
6354,silbato,16,0
6355,silbar,19,0
6357,silbando,5,0
6360,trauma,281,0
6361,folklore,7,0
6362,folclore,8,0
6363,ausentar,12,0
6364,epp,8,0
6367,rumorear,14,0
6369,revisado,404,0
6371,nominación,41,0
6373,elles,70,0
6374,willy,44,0
6375,carrito,41,0
6377,vino,2027,0
6378,vinícola,95,0
6381,budgeting,5,0
6383,presupuestar,5,0
6384,admirar,275,0
6386,aleatoriamente,21,0
6387,flechard,5,0
6389,prescribir,150,0
6390,prescrito,59,0
6392,recetar,40,0
6393,receter,15,0
6395,tongue,35,0
6397,regionalista,21,0
6402,cash,16,0
6404,fluir,265,0
6405,manpower,5,0
6406,lobbying,8,0
6408,cabildeo,7,0
6415,gotera,7,0
6416,sobresaliente,7,0
6418,corporativo,207,0
6420,incomprensiblemente,11,0
6421,incomprensible,550,0
6422,trazo,8,0
6423,interventor,22,0
6424,controlador,110,0
6425,rebautizado,6,0
6426,rebautizar,6,0
6427,denominar,5,0
6428,renombrar,7,0
6430,soft,17,0
6431,blando,141,0
6433,grey,18,0
6437,nuez,36,0
6441,crack,33,0
6446,ostensiblemente,13,0
6447,michiel,5,0
6448,bautismo,6,0
6449,bautizo,5,0
6456,nado,6,0
6457,mulder,380,0
6458,14,2815,0
6460,cualquier,17,0
6462,atrevimiento,6,0
6466,neutro,115,0
6467,afiliado,19,0
6468,afiliada,6,0
6469,osado,5,0
6472,dispensar,11,0
6473,visado,3719,0
6474,indulto,21,0
6475,indultar,15,0
6476,leonardo,436,0
6477,examinador,15,0
6479,subscribir,14,0
6480,suscrito,12,0
6482,campaña,4266,0
6491,diente,316,0
6494,enredar,6,0
6495,ovillo,5,0
6496,instrumental,52,0
6497,despreocupación,6,0
6503,blak,173,0
6505,outsourcing,6,0
6511,cazar,121,0
6512,cacería,20,0
6513,cazer,22,0
6514,hunt,15,0
6516,berg,242,0
6517,coordinador,717,0
6518,coordinadora,62,0
6519,pomés,83,0
6520,ruiz,93,0
6523,earth,63,0
6528,haarder,279,0
6530,oat,6,0
6532,tao,10,0
6533,diametralmente,76,0
6537,epíteto,5,0
6538,casaca,160,0
6539,casaco,29,0
6544,largamente,22,0
6548,sumario,17,0
6554,martes,612,0
6555,calle,1950,0
6556,street,227,0
6558,entendimiento,982,0
6559,justificadamente,30,0
6561,langenhagen,110,0
6562,mío,488,0
6564,mía,158,0
6566,aleccionar,10,0
6567,tributo,222,0
6570,familiaridad,36,0
6573,ingrediente,783,0
6574,akin,59,0
6577,expreso,19,0
6578,pos,16,0
6579,modos,306,0
6582,consuetudinario,9,0
6583,inmensamente,42,0
6585,proporcionado,57,0
6588,herr,15,0
6589,bösch,353,0
6590,profesionalmente,58,0
6593,bang,160,0
6594,karlsson,20,0
6599,destapar,11,0
6600,descoordinado,35,0
6601,inspectorate,11,0
6602,subyacente,719,0
6605,corolario,62,0
6608,persuadir,401,0
6612,profesionalismo,20,0
6613,thors,178,0
6614,alabanza,107,0
6615,típicamente,110,0
6617,dividendo,168,0
6618,foster,68,0
6620,231115,9,0
6621,111115,10,0
6622,trip,39,0
6625,munich,119,0
6626,múnich,113,0
6627,visitante,466,0
6629,empedrado,20,0
6630,pavimentado,18,0
6631,pavimentar,16,0
6636,sharm,51,0
6637,barak,32,0
6638,arafat,425,0
6639,multilateral,1916,0
6640,copatrocinar,6,0
6641,steering,8,0
6642,moscú,720,0
6644,banquero,202,0
6647,donante,1814,0
6649,jordán,25,0
6650,jordan,53,0
6651,600,454,0
6654,apuntalar,38,0
6655,sustentado,17,0
6656,860,7,0
6659,emerger,124,0
6660,emergar,96,0
6661,golán,47,0
6662,asentamiento,604,0
6665,escasear,16,0
6667,magnitudes,7,0
6669,insistentemente,8,0
6672,madrid,901,0
6674,fluído,5,0
6676,tour,48,0
6681,escrupulosamente,75,0
6683,shepherd,6,0
6684,cicatrizar,15,0
6686,galeote,206,0
6687,quecedo,77,0
6688,hebrón,64,0
6689,wye,50,0
6691,prisionero,949,0
6693,desistimiento,33,0
6694,finul,5,0
6695,fpnul,47,0
6696,libanés,341,0
6697,proclamar,282,0
6698,proclamado,40,0
6699,deleite,20,0
6700,delicia,22,0
6703,barcelona,1946,0
6706,conquistado,15,0
6707,conquistar,108,0
6708,vencido,5,0
6710,jerusalén,579,0
6714,hitler,223,0
6716,exterminación,17,0
6718,47,410,0
6721,xenofobia,973,0
6722,holocausto,287,0
6723,1917,38,0
6724,1948,97,0
6725,confiscado,44,0
6726,confiscar,105,0
6728,decomisar,7,0
6729,oslo,341,0
6730,libremente,1061,0
6731,248,11,0
6732,245,19,0
6733,194,33,0
6735,reafirmado,29,0
6737,animosidad,36,0
6738,animadversión,6,0
6742,settler,5,0
6745,álgido,8,0
6749,yasser,37,0
6750,yaser,13,0
6751,yasir,31,0
6752,jassir,5,0
6754,irak,578,0
6755,iraq,4348,0
6759,anciana,18,0
6760,lastre,23,0
6762,1923,11,0
6764,moratinos,41,0
6767,60/100,260,0
6769,lastimoso,5,0
6772,plantation,31,0
6774,salafranco,53,0
6775,salafranca,222,0
6776,washington,1073,0
6778,520,23,0
6779,ehud,21,0
6780,dual,132,0
6781,partícipe,32,0
6786,partisano,13,0
6787,schengen,3518,0
6792,verificado,23,0
6794,multiplicado,19,0
6796,solapar,58,0
6800,superponar,7,0
6806,miserablemente,22,0
6807,estrepitosamente,11,0
6808,enorgullecer,31,0
6809,ujier,7,0
6810,watson,675,0
6811,terrón,91,0
6812,cusí,60,0
6813,retorcer,11,0
6814,finés,36,0
6818,odiseo,14,0
6819,odysseus,13,0
6821,71.15,33,0
6822,711500,6,0
6823,7 500,8,0
6824,23,1865,0
6826,0,295,0
6827,oisin,12,0
6828,62,243,0
6829,sis,773,0
6830,aduanero,986,0
6831,aduana,494,0
6833,gom,163,0
6834,blanqueo,479,0
6837,jumbo,12,0
6838,cyber,5,0
6839,cibernético,21,0
6843,multiplicidad,48,0
6845,apresamiento,6,0
6849,eurodac,197,0
6850,eurodoc,115,0
6855,academy,16,0
6856,burócrata,207,0
6858,dilucidar,8,0
6859,elucidar,5,0
6861,interface,112,0
6862,interfaz,173,0
6864,comunitarizado,6,0
6867,crown,14,0
6873,estudiante,3491,0
6876,modus,85,0
6879,reconciliar,269,0
6880,conciliar,406,0
6883,desaventajado,20,0
6884,racismo,2041,0
6887,racista,565,0
6892,roissy,8,0
6893,conakry,23,0
6895,pelo,251,0
6896,cabello,221,0
6897,vello,21,0
6898,rodeado,349,0
6899,circundante,42,0
6900,horda,21,0
6903,barbárico,8,0
6906,dictadura,1470,0
6909,homofobia,223,0
6910,sexismo,47,0
6911,elegibilidad,187,0
6914,subvencionabilidad,22,0
6915,eligibilidad,10,0
6917,plétora,24,0
6920,sinfín,9,0
6921,vulnerable,2159,0
6924,piedad,8,0
6925,misericordia,13,0
6928,represor,15,0
6929,pontificar,11,0
6930,pontificado,5,0
6931,terrorífico,31,0
6935,hija,856,0
6937,céltico,12,0
6938,celto,5,0
6939,feo,96,0
6941,feos,8,0
6942,endémico,151,0
6949,boetticher,72,0
6951,indiscriminadamente,48,0
6953,incisivo,71,0
6955,elsj,17,0
6956,fort,29,0
6957,europo,9,0
6958,demócrata,1971,0
6960,spot,25,0
6970,soul,27,0
6973,ulster,39,0
6974,55,522,0
6975,55/100,32,0
6976,omagh,5,0
6977,300,1010,0
6981,lesionar,12,0
6985,loyalista,6,0
6994,shoot,17,0
6995,123,104,0
6997,93,145,0
6998,193,24,0
7000,arquitecto,482,0
7001,artífiz,13,0
7002,arquitecta,27,0
7006,alienígena,37,0
7007,alienígeno,32,0
7008,alien,12,0
7009,migrante,516,0
7011,opt,22,0
7014,trío,54,0
7017,ceyhun,57,0
7018,orquestar,34,0
7019,orquestado,29,0
7021,ahogado,21,0
7023,cricket,46,0
7024,críquet,13,0
7025,grillo,11,0
7026,partitura,24,0
7028,puntaje,35,0
7029,tamaño,2079,0
7031,boxeo,26,0
7036,migrador,12,0
7038,droga,4122,0
7039,fármaco,306,0
7040,trata,860,0
7047,226,51,0
7048,segmento,222,0
7049,segmentar,6,0
7050,gibraltar,266,0
7051,gibraltareño,6,0
7054,transcendental,7,0
7056,desgana,5,0
7057,observador,1430,0
7058,flagelo,70,0
7060,azote,179,0
7062,pornografía,699,0
7065,retratado,5,0
7068,edimburgo,280,0
7071,degenerar,95,0
7072,degenerado,8,0
7075,signatario,302,0
7077,radiológico,100,0
7078,niza,1104,0
7081,perro,557,0
7089,255,45,0
7090,preparatorio,587,0
7092,jonas,11,0
7093,sjöstedt,231,0
7094,lööw,24,0
7095,seixa,19,0
7096,ensanchar,7,0
7100,aceptabilidad,34,0
7101,ministerial,882,0
7102,anchoa,57,0
7105,hielo,482,0
7108,viii,125,0
7109,x,468,0
7117,bay,31,0
7120,precavido,31,0
7121,precavir,15,0
7126,vizcaya,68,0
7134,ix,26,0
7135,adversamente,11,0
7143,1244,56,0
7145,minoría,5688,0
7147,hostigamiento,32,0
7148,bernard,88,0
7149,kouchner,107,0
7154,condicionante,9,0
7156,brote,610,0
7157,kfor,61,0
7158,soar,30,0
7162,alavano,124,0
7163,alavanos,69,0
7171,interreg,309,0
7172,feoga,111,0
7174,fse,251,0
7176,pac,2217,0
7177,cap,55,0
7178,maria,109,0
7181,feira,307,0
7183,vendido,115,0
7184,rancho,26,0
7185,factoría,38,0
7191,uu,21,0
7192,zelanda,210,0
7193,zelandia,22,0
7195,aludir,80,0
7199,desplazado,626,0
7200,incidir,7,0
7207,lomé,530,0
7211,sequía,693,0
7213,armamentista,9,0
7216,ametralladora,10,0
7218,imaginario,73,0
7219,directorio,150,0
7220,verso,36,0
7221,versículo,9,0
7225,índico,17,0
7227,cáñamo,84,0
7228,apropiadamente,38,0
7233,digital,2136,0
7235,provocativo,48,0
7237,dimitrakopoulos,80,0
7238,dimitrakopoulo,30,0
7239,king,167,0
7241,désir,89,0
7245,granel,15,0
7246,errático,32,0
7249,james,36,0
7252,beneficiado,16,0
7253,nobel,520,0
7254,nóbel,18,0
7255,incautado,18,0
7256,attac,7,0
7258,cardoso,14,0
7259,lionel,23,0
7260,factibilidad,21,0
7261,fmi,768,0
7265,variable,403,0
7266,proponente,6,0
7267,nominal,203,0
7273,iniciador,22,0
7274,impulsor,6,0
7277,ideológicamente,37,0
7281,split,17,0
7284,roaming,15,0
7285,itinerancia,75,0
7290,crediticio,661,0
7294,modestamente,22,0
7302,responsablemente,50,0
7303,otoño,1034,0
7304,apuesto,16,0
7305,tímidamente,16,0
7308,repentino,261,0
7310,súbito,53,0
7313,aflujo,8,0
7314,influjo,22,0
7316,dominado,378,0
7318,interdependiente,133,0
7320,pnud,67,0
7321,constituido,9,0
7322,sepultado,19,0
7323,enterrado,83,0
7324,sepultar,17,0
7328,feedback,36,0
7329,retroalimentación,60,0
7330,83,111,0
7331,350,246,0
7332,3507000,14,0
7334,imprevisibilidad,12,0
7335,irracionalidad,27,0
7336,ordenador,787,0
7338,computadora,1413,0
7341,globe,10,0
7343,fantasioso,9,0
7344,chirac,362,0
7348,yen,32,0
7356,caribe,574,0
7357,caribeño,46,0
7358,moralidad,132,0
7359,singapur,404,0
7364,obscuro,6,0
7365,oscurecido,8,0
7366,lamy,394,0
7367,suicidio,268,0
7369,suicidarse,50,0
7376,gasòlibo,84,0
7377,gasòliba,33,0
7378,gasólibo,6,0
7379,böhm,95,0
7380,consciencia,45,0
7381,consternar,8,0
7382,estrambótico,7,0
7385,amasar,11,0
7386,fortune,33,0
7387,reinvertir,43,0
7389,inflación,1565,0
7391,reputado,7,0
7392,enfermero,60,0
7393,enfermera,263,0
7394,73,134,0
7401,jactar,15,0
7403,jactarse,15,0
7404,gobernanza,3696,0
7405,flexiblemente,11,0
7406,monsieur,12,0
7407,je,11,0
7409,vou,5,0
7411,tangente,9,0
7412,coûteaux,18,0
7413,fraga,203,0
7414,frago,9,0
7418,cermi,24,0
7419,cavalese,9,0
7423,aviano,7,0
7427,rebasado,32,0
7430,consolación,12,0
7432,proyectar,14,0
7436,gollnisch,215,0
7437,discelpar,11,0
7438,irónicamente,102,0
7440,insultar,138,0
7441,insultado,11,0
7442,traidor,34,0
7444,guterre,8,0
7445,guterres,35,0
7446,salazar,11,0
7447,nervio,145,0
7448,neurálgico,6,0
7449,haider,115,0
7450,schüssel,155,0
7451,canciller,692,0
7452,vranitzky,10,0
7454,chamberlain,10,0
7455,1938,35,0
7456,mad,11,0
7462,fpö,31,0
7464,decencia,106,0
7465,liberalismo,218,0
7470,inflamatorio,14,0
7471,conciliador,50,0
7472,vulnerabilidad,429,0
7474,mainstream,6,0
7475,extremismo,502,0
7476,prerrogativa,462,0
7477,indivisible,136,0
7479,cáncer,3122,0
7480,madame,17,0
7481,cabalgar,14,0
7492,marten,259,0
7495,verbal,150,0
7498,parafrasear,86,0
7499,renombrado,15,0
7501,spaak,69,0
7502,antisemita,29,0
7503,antisemítico,6,0
7504,respetabilidad,20,0
7505,proclamación,134,0
7506,proclama,10,0
7509,casting,12,0
7510,oprobio,6,0
7513,aíslar,26,0
7514,existencial,97,0
7516,desaprensivo,6,0
7517,demagogo,49,0
7518,copenhague,2872,0
7519,respectivamente,303,0
7520,dutroux,45,0
7521,docena,540,0
7522,docenas,25,0
7523,personalidad,681,0
7525,corrompido,5,0
7526,corromper,52,0
7527,corrupto,330,0
7528,reich,34,0
7537,övp,17,0
7538,spö,6,0
7542,opositor,155,0
7543,oponente,308,0
7544,camp,84,0
7545,campamento,408,0
7546,propaganda,702,0
7547,propagandístico,59,0
7548,bertinotti,8,0
7549,tele,34,0
7551,. . . .,5,0
7553,meridianamente,9,0
7554,totalitario,600,0
7559,refutir,11,0
7560,profesar,41,0
7561,profesado,5,0
7565,sichrovsky,15,0
7566,stenzel,63,0
7567,apaciguamiento,24,0
7569,lujuria,9,0
7574,venerado,7,0
7577,christian,62,0
7578,socialismo,150,0
7580,wolf,143,0
7584,recaída,12,0
7585,protestar,567,0
7589,francis,75,0
7591,jörg,23,0
7600,zanjar,28,0
7602,explosivo,327,0
7605,auschwitz,120,0
7606,fascismo,210,0
7610,conceptual,102,0
7613,etnicidad,19,0
7617,historiador,199,0
7618,historiadora,19,0
7619,horror,409,0
7622,remover,6,0
7623,revolver,8,0
7625,konrad,109,0
7626,adenauer,52,0
7627,compendio,18,0
7629,oportunismo,66,0
7632,adolf,17,0
7635,delantero,85,0
7639,ensuciar,6,0
7640,enseñar,1826,0
7641,comunista,1694,0
7642,soplar,52,0
7645,infiltrar,44,0
7646,infiltrado,8,0
7650,envenenamiento,41,0
7652,brothers,60,0
7656,revendedor,10,0
7659,unionistas,11,0
7660,sindicalista,171,0
7661,sindical,7,0
7664,ultraje,15,0
7666,tiranía,180,0
7667,urss,94,0
7669,coquetear,21,0
7670,flirtear,7,0
7671,glorificación,23,0
7672,localmente,158,0
7673,étnicamente,19,0
7674,culturalmente,102,0
7675,prevaricación,10,0
7676,repudiar,31,0
7678,banalización,10,0
7680,constitucionalidad,21,0
7683,franz,68,0
7685,amistad,315,0
7687,alternar,26,0
7689,alterno,7,0
7694,byrne,329,0
7695,liikanen,435,0
7696,liikanar,11,0
7698,rio,27,0
7699,dioxina,245,0
7700,razonado,32,0
7708,disimulado,13,0
7715,proporcionalidad,526,0
7719,aparentar,15,0
7721,químico,1966,0
7722,lámina,10,0
7723,sábana,18,0
7724,ftalato,186,0
7725,pvc,265,0
7726,juguete,1221,0
7727,invocar,293,0
7728,invocado,12,0
7730,crystal,24,0
7732,bromo,10,0
7733,bromado,29,0
7735,retardador,10,0
7736,pirorretardante,6,0
7737,retardante,7,0
7738,sv,1506,0
7739,hormona,483,0
7741,genéticamente,1268,0
7743,montreal,214,0
7745,margot,35,0
7746,schörling,122,0
7748,irrazonable,28,0
7750,fungicida,21,0
7751,baby,33,0
7754,monja,35,0
7755,paciente,5007,0
7756,goodwill,51,0
7760,leinen,269,0
7761,leinar,27,0
7762,funcional,398,0
7765,ensalzar,22,0
7768,disminuido,26,0
7771,tsatsos,19,0
7779,fleco,5,0
7780,sobras,12,0
7783,cerrojo,10,0
7786,san valentín,21,0
7787,valentín,28,0
7790,saint,29,0
7791,rectificar,254,0
7795,ruido,1278,0
7799,ignorante,44,0
7800,referenda,13,0
7803,sobrevenir,5,0
7804,patriotismo,78,0
7805,berthu,94,0
7811,ponderar,14,0
7813,posesión,191,0
7814,crucialmente,6,0
7815,ecofin,1091,0
7823,imperante,47,0
7824,respectivo,752,0
7825,entrevista,539,0
7826,entrevistado,23,0
7827,entrevistar,150,0
7828,entrevestar,43,0
7829,cope,41,0
7830,sobrellevar,28,0
7831,inmune,201,0
7833,inmunitario,58,0
7836,veredicto,234,0
7837,cenagal,5,0
7839,resorte,7,0
7844,esclarecer,6,0
7845,cobertizo,9,0
7846,peregrino,24,0
7849,d,422,0
7853,monetarismo,18,0
7854,56,307,0
7855,56/100,12,0
7859,mundializado,51,0
7860,ventana,564,0
7861,window,44,0
7864,bonde,185,0
7870,confederación,233,0
7871,ring,12,0
7872,anillo,143,0
7873,cebolla,23,0
7874,frassoni,258,0
7875,onesta,62,0
7876,onesto,5,0
7877,deliberativo,9,0
7878,proposición,41,0
7883,ansiedad,344,0
7886,corbett,551,0
7887,colectivamente,264,0
7888,pesc,741,0
7891,sr . brok,27,0
7893,tuning,6,0
7894,omitir,89,0
7895,omitar,57,0
7896,omiter,7,0
7897,elmar brok,35,0
7899,quincena,12,0
7901,anticipatorio,11,0
7902,inaugurar,40,0
7903,inaugurado,7,0
7904,sustancialmente,317,0
7905,substancialmente,40,0
7908,domiciliado,16,0
7913,cancelado,29,0
7914,cancela,16,0
7915,wieland,49,0
7916,introductorio,111,0
7919,theft,7,0
7920,cee,343,0
7922,materialización,29,0
7926,inglewood,54,0
7928,polonia,3167,0
7932,111100,117,0
7933,marinho,66,0
7936,traducir,896,0
7937,traducido,77,0
7939,pluralismo,756,0
7940,valía,65,0
7941,peaje,121,0
7944,alcista,18,0
7946,paliativo,97,0
7949,consultora,8,0
7950,asemejar,41,0
7951,alicante,43,0
7954,acicate,11,0
7955,alentado,5,0
7957,retardado,8,0
7958,mitología,63,0
7959,mito,420,0
7963,enojo,67,0
7965,facto,291,0
7967,facie,17,0
7969,alegato,11,0
7970,súplica,19,0
7972,mensualmente,22,0
7973,mensual,231,0
7975,unmik,66,0
7976,imponderable,17,0
7977,presumiblemente,62,0
7979,romaní,1437,0
7982,contribuidor,31,0
7983,albright,40,0
7985,115,162,0
7986,pack,460,0
7987,empacar,21,0
7990,intensivamente,15,0
7991,osce,1002,0
7992,desembarco,20,0
7994,aterrizaje,19,0
7998,semipúblico,7,0
7999,albanokosovar,14,0
8000,mitrovico,6,0
8001,mitrovica,43,0
8002,milicia,222,0
8003,miliciano,7,0
8007,dührkop,183,0
8009,timing,9,0
8011,altener,148,0
8018,77,193,0
8020,sosteniblemente,8,0
8021,sustentable,8,0
8023,125,157,0
8024,125 000,6,0
8025,leinster,5,0
8026,infraestructural,28,0
8027,74,142,0
8028,"1 , 9",23,0
8029,111900,6,0
8030,1 900,10,0
8031,"1 , 1",24,0
8033,1 100,23,0
8034,1 . 1,6,0
8036,incuestionablemente,9,0
8037,2010,4342,0
8038,caudron,221,0
8039,provan,94,0
8040,prover,28,0
8042,simbolismo,63,0
8047,simbólicamente,50,0
8050,graça,88,0
8051,moura,153,0
8052,mouro,10,0
8055,monumental,45,0
8056,mendigar,21,0
8059,infravalorado,18,0
8063,intransigencia,101,0
8066,imbeni,125,0
8067,gargani,171,0
8070,rabo,5,0
8071,pot,34,0
8072,olla,33,0
8074,maceta,11,0
8076,vasija,7,0
8079,deshonra,12,0
8081,literalmente,961,0
8088,treintena,13,0
8089,hostil,258,0
8092,167,43,0
8093,ultimátum,44,0
8094,redescubrir,69,0
8097,nana,8,0
8098,mouskouri,66,0
8099,mouskori,6,0
8100,cerveza,235,0
8101,beers,8,0
8102,beer,55,0
8103,sauna,12,0
8105,come,115,0
8107,hollywood,178,0
8108,caleidoscopio,19,0
8109,calidoscopio,14,0
8110,ariane,81,0
8113,raphael,26,0
8117,transmitido,44,0
8120,biblioteca,717,0
8121,individualidad,60,0
8123,flor,430,0
8125,bloom,76,0
8126,floración,5,0
8127,rehén,505,0
8133,410,19,0
8134,2004,4413,0
8135,ópera,96,0
8136,telenovela,10,0
8137,opereta,6,0
8142,estructuración,31,0
8143,estructurar,27,0
8144,hábito,352,0
8147,tejar,8,0
8149,entretejer,5,0
8150,tapiz,24,0
8153,enrevesado,7,0
8154,sabiamente,74,0
8160,prosaico,21,0
8163,tangible,913,0
8172,ambulancia,95,0
8173,sólidamente,6,0
8177,kg .,17,0
8180,2007.1,6,0
8182,17.1,18,0
8183,liviano,8,0
8184,preferencial,262,0
8195,lake,23,0
8199,reciclable,38,0
8200,rover,78,0
8201,"5 , 8",11,0
8202,250,514,0
8204,deutsche,62,0
8205,englobar,69,0
8206,embalaje,28,0
8207,envasado,10,0
8209,mountain,29,0
8211,bernd,78,0
8212,lange,255,0
8213,2012,1347,0
8215,plástico,701,0
8216,lágrima,218,0
8217,desgarrado,24,0
8218,desgarrar,21,0
8220,suministrador,49,0
8221,chatarra,37,0
8222,desguazar,21,0
8224,370,94,0
8225,comparativamente,36,0
8226,262,8,0
8228,retrospectivo,29,0
8230,competidor,727,0
8231,competidora,18,0
8232,retroactivamente,10,0
8233,desventajoso,11,0
8234,vergonzante,12,0
8235,roo,84,0
8236,cadmio,214,0
8237,mercurio,812,0
8241,alquimista,13,0
8243,catalítico,19,0
8247,impopular,97,0
8252,encabezar,18,0
8253,metal,465,0
8259,engorroso,63,0
8261,farragoso,8,0
8263,titubeo,14,0
8266,florín,21,0
8269,314,60,0
8270,deshonrar,5,0
8271,bowis,310,0
8272,bowi,8,0
8274,metedura,5,0
8276,shop,17,0
8277,anticipación,61,0
8278,expectación,6,0
8279,redefinir,232,0
8280,redefinar,13,0
8281,redefinido,8,0
8283,prescriptivo,42,0
8284,preceptivo,17,0
8285,inventar,719,0
8287,henry,122,0
8289,ford,456,0
8291,decimonoveno,7,0
8292,parachoques,6,0
8295,incendiar,19,0
8296,quema,90,0
8297,quemadura,29,0
8298,socialdemócrata,6,0
8299,breyer,235,0
8300,ecología,168,0
8304,cromo,36,0
8305,agarre,7,0
8307,zancada,6,0
8310,infranqueable,16,0
8311,bill,299,0
8314,tradicionalmente,399,0
8315,phasing,20,0
8316,vintage,6,0
8318,reusable,5,0
8320,vidrio,115,0
8323,glass,23,0
8324,velzen,380,0
8325,mcnally,154,0
8326,alistar,7,0
8327,chica,882,0
8329,hembra,171,0
8330,complementaridad,15,0
8331,postulado,26,0
8332,postular,20,0
8333,uen,453,0
8336,hexavalente,9,0
8340,proa,6,0
8343,pozo,43,0
8345,pit,5,0
8346,racionalmente,30,0
8350,serenamente,5,0
8353,gem,6,0
8354,791/1409,7,0
8355,92 / 43,7,0
8356,litigación,6,0
8359,sinsentido,47,0
8362,maldad,22,0
8365,recuperable,10,0
8366,bergero,6,0
8369,67,229,0
8370,senado,362,0
8372,formalismo,7,0
8373,formalidad,249,0
8374,ponderación,127,0
8375,conformación,5,0
8377,monopolizado,13,0
8380,legitir,41,0
8382,legitimizar,16,0
8384,declaratorio,12,0
8385,acuciante,69,0
8389,boicoteo,26,0
8390,estremecedor,33,0
8392,chocante,80,0
8394,derrotado,55,0
8395,derrota,268,0
8398,montado,10,0
8400,siniestra,32,0
8403,cohabitación,20,0
8405,vlaams,29,0
8406,blok,16,0
8409,ultrajante,8,0
8411,histerismo,6,0
8415,deliberar,73,0
8416,mejilla,32,0
8420,anidar,11,0
8421,nido,54,0
8422,anidación,5,0
8423,nidificación,9,0
8424,desheredado,6,0
8427,extorsionar,11,0
8428,françois,47,0
8430,miterrand,8,0
8431,mitterand,7,0
8432,colear,7,0
8433,patada,20,0
8434,patear,27,0
8435,carnicero,26,0
8442,goose,5,0
8443,llama,122,0
8444,flame,30,0
8445,flama,5,0
8447,apasionadamente,39,0
8449,torrente,24,0
8450,ss,71,0
8452,carintia,21,0
8455,1930,69,0
8456,leopardo,42,0
8457,1945,188,0
8459,antifascista,20,0
8461,ominoso,15,0
8463,swing,7,0
8464,balancear,8,0
8469,adherencia,13,0
8470,dislocación,7,0
8471,hipócritamente,28,0
8472,lille,44,0
8473,sábado,337,0
8475,neonazismo,8,0
8476,monster,6,0
8480,quieto,9,0
8482,csu,52,0
8483,gubernamental,167,0
8489,mueble,130,0
8492,rata,195,0
8493,albert,101,0
8494,camus,17,0
8495,alegórico,5,0
8496,novedoso,49,0
8497,novel,21,0
8498,brown,251,0
8499,marrón,77,0
8500,forgar,34,0
8502,fraguar,16,0
8504,forjado,35,0
8505,madagascar,245,0
8509,renacer,6,0
8510,austeridad,590,0
8512,desreglamentación,64,0
8513,desregularización,15,0
8514,deregulación,15,0
8515,dictador,808,0
8519,expiatorio,55,0
8520,chivo,53,0
8522,remontar,14,0
8524,traza,37,0
8527,heroico,142,0
8528,desprestigio,8,0
8532,gobernabilidad,30,0
8533,prematuramente,56,0
8535,sucesor,325,0
8536,sucesora,27,0
8537,conformista,11,0
8540,constituyente,80,0
8543,121125,9,0
8544,bbc,176,0
8545,davie,199,0
8546,65,522,0
8547,65/100,44,0
8549,cardiovascular,136,0
8551,radiofónico,39,0
8552,radioeléctrico,141,0
8553,murphy,75,0
8554,asesoría,15,0
8556,banotti,161,0
8557,ell,5,0
8558,confort,55,0
8561,brezhnev,13,0
8562,bulldozer,15,0
8565,corrie,53,0
8566,knörr,19,0
8567,borràs,7,0
8568,asentimiento,29,0
8570,pinochet,185,0
8571,kofi,303,0
8572,annan,442,0
8573,hun,46,0
8574,sen,67,0
8575,nee,8,0
8577,fiasco,50,0
8579,betty,24,0
8580,remolacha,129,0
8581,azucarero,15,0
8582,danubio,713,0
8583,danubiano,40,0
8584,sub iudice,5,0
8585,sub,10,0
8589,ricardo,27,0
8590,afluente,17,0
8591,chernobyl,29,0
8592,chernobil,155,0
8593,chernóbil,503,0
8595,cederschiöld,167,0
8596,cedeschiöld,5,0
8598,usurpación,14,0
8599,guiado,115,0
8600,guide,35,0
8601,extra,372,0
8604,retransmitir,13,0
8608,transnacionalidad,7,0
8612,mapa,1277,0
8614,mapear,85,0
8616,cork,104,0
8617,corcho,25,0
8621,recreación,21,0
8623,diversifiar,24,0
8625,difundar,11,0
8626,diseminar,30,0
8627,217,15,0
8628,800,388,0
8631,leader+,8,0
8633,carrefour,27,0
8634,manchester,113,0
8636,moss,11,0
8637,musgo,17,0
8639,pubs,7,0
8640,pub,12,0
8647,pandilla,24,0
8648,postindustrial,7,0
8649,posindustrial,5,0
8651,alienación,41,0
8654,reclasificación,28,0
8655,acumulativo,66,0
8656,atmósfera,759,0
8657,alevín,5,0
8659,endógeno,39,0
8663,phare,632,0
8664,meda,615,0
8667,usable,7,0
8668,stark,14,0
8674,trepar,26,0
8677,rígidamente,13,0
8678,recibo,35,0
8680,océano,1227,0
8683,transferible,38,0
8685,ispa,56,0
8686,explicativo,68,0
8687,admirablemente,22,0
8688,500,1487,0
8697,reminiscencia,11,0
8698,pólder,11,0
8699,desafiante,109,0
8700,twin,7,0
8703,prejucgar,16,0
8713,artificialmente,197,0
8714,geographic,62,0
8715,contradicar,80,0
8716,contradigar,29,0
8717,bianual,15,0
8718,escolaridad,13,0
8719,escolarización,53,0
8724,experimental,250,0
8725,idear,74,0
8726,ideado,23,0
8727,midland,6,0
8732,sapard,101,0
8733,precondición,21,0
8734,prefectura,11,0
8735,sostenibilidad,2150,0
8736,sustentabilidad,58,0
8738,disruptivo,26,0
8739,natura,612,0
8740,meijer,73,0
8741,obnova,6,0
