,words,amounts,entropies
25959,伊迪丝,18,0
25960,edith,9,0
25961,先行,11,0
25962,楼宇,27,0
25963,premises,33,0
25966,流派,18,0
25967,确有,16,0
25968,代词,61,0
25969,战车,45,0
25970,珂,18,0
25972,大维,5,0
25973,海顿,18,0
25974,克勒斯,13,0
25975,符文,6,0
25977,巴斯克,15,0
25978,餐巾,26,0
25979,餐巾纸,22,0
25980,诺亚,88,0
25981,挪亚,26,0
25982,诺亚方舟,8,0
25983,noah,14,0
25984,宿命,15,0
25985,命中注定,9,0
25986,肉片,7,0
25987,牛羚,5,0
25988,豪猪,6,0
25989,羚羊,28,0
25990,池塘,215,0
25992,水塘,14,0
25993,塘,11,0
25994,遨游,5,0
25995,犄角,5,0
25996,犀牛角,7,0
25997,牛角,10,0
25998,四角,5,0
25999,两角,5,0
26000,羊角,8,0
26001,horn,10,0
26002,喀拉,5,0
26003,卡拉哈里,6,0
26004,山岭,20,0
26005,学龄儿童,11,0
26006,学童,17,0
26008,生后,7,0
26009,围产期,19,0
26012,前部,27,0
26013,前壁,15,0
26014,前路,50,0
26015,齿状回,6,0
26017,睫毛,18,0
26018,眼睫毛,6,0
26019,rem,65,0
26020,对物,5,0
26021,环带,6,0
26022,标高,10,0
26023,接待室,18,0
26024,239,69,0
26026,判断力,15,0
26027,⑤,39,0
26029,iris,5,0
26030,⑥,16,0
26031,119,145,0
26034,艾丽西娅,5,0
26035,国歌,29,0
26036,会歌,6,0
26037,吊装,10,0
26038,国际歌,6,0
26039,1821,10,0
26040,高音喇叭,5,0
26043,型模,5,0
26044,模,9,0
26045,蒂华纳,9,0
26046,蚁冢,6,0
26047,蚁丘,5,0
26048,geoffrey,8,0
26049,必修,6,0
26050,适龄,6,0
26051,科塔,5,0
26052,选集,14,0
26053,诗集,8,0
26054,节录,5,0
26055,节选,12,0
26056,英特尔,70,0
26057,intel,46,0
26059,首届,5,0
26061,地质学家,68,0
26063,无烟煤,17,0
26064,炼焦,9,0
26065,自燃,25,0
26067,裁剪,5,0
26068,trims,6,0
26069,amg,25,0
26070,cdc,41,0
26071,振冲,7,0
26074,多酚,23,0
26076,巴斯德,15,0
26079,鼠疫,59,0
26080,灾病,12,0
26081,鲨烯,7,0
26082,孢子,90,0
26083,臭鼬,5,0
26084,芙琳,7,0
26085,evelyn,18,0
26086,普度,5,0
26087,purdue,5,0
26088,普朗克,30,0
26089,planck,14,0
26090,希腊神话,5,0
26092,伊壁鸠鲁,7,0
26093,mole,5,0
26094,鼹鼠,20,0
26095,痣,14,0
26096,克分子,5,0
26097,葡萄胎,5,0
26099,莫耳,10,0
26100,vgo,10,0
26101,远端,25,0
26102,布坎南,13,0
26103,鞑靼人,5,0
26104,三氯,18,0
26105,丝裂霉素,24,0
26106,四环素,39,0
26108,幼体,15,0
26109,幼蚁,9,0
26110,默克,17,0
26111,测定法,7,0
26112,h5n1,79,0
26117,快门,29,0
26118,卷帘,5,0
26119,指尖,70,0
26120,手指尖,11,0
26121,72,769,0
26122,七十二条,85,0
26123,72h,40,0
26124,投机者,48,0
26125,投机商,13,0
26127,re,33,0
26129,顺时针,38,0
26130,手轮,17,0
26131,碟,19,0
26132,阀瓣,15,0
26133,盘式,16,0
26134,关节盘,13,0
26135,中微子,62,0
26136,费休,7,0
26137,fischer,11,0
26138,非榭,8,0
26140,助长,6,0
26144,副热带,20,0
26147,1951,93,0
26148,涡度,9,0
26149,弓箭,16,0
26151,鞠躬,17,0
26152,低头,12,0
26153,季风,79,0
26154,季候风,35,0
26156,山脊,26,0
26157,脊,19,0
26158,海脊,8,0
26159,嵴,7,0
26160,岭,13,0
26161,天津市,7,0
26162,天津,102,0
26163,西风,8,0
26164,西风带,6,0
26165,海槽,12,0
26166,槽式,6,0
26167,向北,14,0
26171,春药,21,0
26172,吉尼斯,26,0
26173,768,10,0
26174,popper,7,0
26175,波普尔,7,0
26176,qol,8,0
26180,氯胺酮,46,0
26181,稳定剂,83,0
26182,解毒剂,21,0
26183,解药,36,0
26184,向日葵,60,0
26185,葵花籽,9,0
26186,甘醇,16,0
26187,防冻剂,23,0
26188,防冻液,7,0
26189,抗冻,9,0
26190,聚酯纤维,8,0
26192,涤纶纱,6,0
26193,致癌物质,33,0
26196,亚硝胺,15,0
26197,汤米,74,0
26198,托米,8,0
26199,tommy,22,0
26200,汤美,7,0
26201,每桶,19,0
26202,枪管,9,0
26203,万桶,17,0
26205,重排,29,0
26206,psa,73,0
26207,佐剂,56,0
26209,肌氨酸,6,0
26211,白血球,10,0
26213,肝炎,69,0
26214,乙肝,40,0
26215,丙肝,7,0
26216,丙型肝炎,29,0
26217,史莱克,20,0
26218,史瑞克,10,0
26219,抽油,7,0
26221,蒋,5,0
26222,蒋方舟,8,0
26223,姜瑜,6,0
26224,漫画书,9,0
26225,周润发,7,0
26226,周星驰,5,0
26227,周锦辉,5,0
26228,福克纳,57,0
26229,sean,16,0
26230,葡萄糖酸钙,6,0
26232,斯威夫特,53,0
26233,swift,20,0
26235,opc,48,0
26236,前列腺素,63,0
26238,乙酰基,12,0
26240,制衡,7,0
26243,破断,11,0
26244,扩张型,7,0
26245,egcg,20,0
26246,白内障,128,0
26248,收敛剂,6,0
26250,水合,9,0
26251,白藜芦醇,50,0
26253,花色素,11,0
26254,褪黑素,41,0
26255,褪,5,0
26256,儿茶素,10,0
26257,槲皮素,18,0
26258,皮素,9,0
26262,温得和克,7,0
26263,羰基,14,0
26265,华沙,43,0
26266,华沙公约,14,0
26267,kent,13,0
26268,肯特郡,7,0
26269,肯特,8,0
26270,1778,7,0
26271,1799,5,0
26272,夕阳,51,0
26273,落日,23,0
26274,夕阳西下,7,0
26275,茱莉,10,0
26277,julie,18,0
26278,伊桑,12,0
26279,伊森,10,0
26280,ethan,9,0
26281,天体,24,0
26282,奥布里,15,0
26283,aubrey,8,0
26284,1666,5,0
26286,满族,12,0
26287,满语,5,0
26289,1754,5,0
26291,简陋,7,0
26292,很差,9,0
26293,不佳,9,0
26294,陶艺,7,0
26295,格拉斯哥,69,0
26296,glasgow,5,0
26298,唐人街,26,0
26299,花瓶,134,0
26302,vest,5,0
26303,衣,8,0
26304,蘑菇,254,0
26306,分散染料,16,0
26307,还原染料,9,0
26308,编,5,0
26309,辫子,16,0
26310,编带,5,0
26311,色情片,7,0
26312,先见,5,0
26313,复国主义,10,0
26314,伯纳德,56,0
26315,肖伯纳,19,0
26316,bernard,7,0
26317,吉布森,21,0
26318,gibson,6,0
26319,逼迫,13,0
26320,尼克松,202,0
26321,尼克森,7,0
26322,nixon,24,0
26324,布达佩斯,47,0
26325,苯酚,87,0
26328,咖喱,28,0
26329,咖哩,9,0
26330,dab,9,0
26331,抗真菌,24,0
26332,生石灰,5,0
26333,二灰,11,0
26334,940,12,0
26335,三乙醇胺,9,0
26336,漱口水,15,0
26337,hart,49,0
26339,睾丸素,9,0
26340,睾丸酮,11,0
26341,雄性激素,8,0
26342,压板,7,0
26343,夹子,9,0
26344,曼森,25,0
26345,manson,13,0
26346,随随便便,7,0
26347,罗夏,16,0
26348,罗夏墨,5,0
26349,对立面,9,0
26351,mart,14,0
26352,泰戈尔,12,0
26353,结构主义,13,0
26355,背道而驰,5,0
26358,spyware,9,0
26359,botnet,13,0
26360,键盘记录,10,0
26361,生猪,5,0
26363,防毒,5,0
26364,antivirus,95,0
26365,反间谍,6,0
26366,antispyware,31,0
26367,nas,24,0
26369,雕琢,7,0
26370,瓜分,8,0
26371,开辟,6,0
26372,雕花,5,0
26373,裸鼠,15,0
26374,长牙,6,0
26375,鹿,40,0
26380,ginseng,6,0
26382,丝绒,18,0
26383,天鹅绒,39,0
26384,锄,6,0
26385,plga,40,0
26386,eswl,24,0
26388,不对称性,17,0
26390,贷方,10,0
26391,手边,7,0
26392,handy,5,0
26395,铁砧,5,0
26396,anvil,21,0
26397,日托,19,0
26398,copd,96,0
26399,体育场馆,5,0
26400,庞,5,0
26401,vale,7,0
26402,十五岁,13,0
26403,十五个,12,0
26406,困窘,5,0
26407,墙纸,23,0
26408,壁纸,27,0
26410,社交活动,9,0
26411,老家,29,0
26412,苏尔特,13,0
26413,旗杆,13,0
26415,熟记,6,0
26416,记着,6,0
26418,隔间,21,0
26419,厕位,5,0
26420,间歇泉,5,0
26421,无奈,6,0
26422,aob,40,0
26423,9527,5,0
26424,prp,34,0
26425,纤维细胞,110,0
26426,fibroblast,9,0
26427,gf,69,0
26428,絮凝,34,0
26430,dgge,12,0
26431,生物量,168,0
26432,生物质,7,0
26433,mpn,9,0
26434,pcp,24,0
26436,重大突破,15,0
26437,突破口,10,0
26438,大动脉,12,0
26439,主动脉瘤,12,0
26440,主动脉瓣,11,0
26441,马凡,8,0
26442,穿刺,32,0
26443,收缩期,8,0
26444,收缩压,5,0
26445,杂音,8,0
26447,倒计时,23,0
26448,网络空间,41,0
26449,虚拟世界,5,0
26450,leahy,5,0
26451,祖马,17,0
26452,祖玛,7,0
26453,曼德拉,161,0
26454,mandela,7,0
26455,采石场,41,0
26457,石矿,20,0
26458,场内,6,0
26459,整治,12,0
26460,楼下,68,0
26461,下楼,38,0
26462,焚烧炉,6,0
26463,垃圾焚烧炉,5,0
26464,焚化炉,6,0
26465,德雷克,33,0
26466,drake,7,0
26468,假话,5,0
26469,跃升,5,0
26470,围封间,10,0
26471,epe,5,0
26472,直立,84,0
26473,竖直,8,0
26475,大脚怪,15,0
26477,emory,5,0
26478,开胃酒,17,0
26479,磨难,10,0
26481,禽类,22,0
26482,多才多艺,5,0
26483,光圈,23,0
26484,aperture,8,0
26485,放大率,11,0
26486,镜下,13,0
26487,更亮,11,0
26488,越亮,6,0
26489,apex,56,0
26490,salesforce,8,0
26491,ada,50,0
26494,诉,8,0
26495,妖魔化,22,0
26496,失语症,45,0
26497,失语,19,0
26498,致盲,8,0
26499,盲目性,16,0
26500,wernicke,5,0
26501,理解能力,8,0
26502,理解力,5,0
26503,86,413,0
26506,心房颤动,6,0
26507,纤颤,5,0
26508,房颤,6,0
26509,fluent,12,0
26511,手者,6,0
26512,耀眼,19,0
26513,莫兰,13,0
26514,pea,8,0
26515,战栗,8,0
26516,不寒而栗,5,0
26517,颤栗,8,0
26518,锌,323,0
26519,氧化锌,28,0
26522,利尼人,5,0
26523,胡安,48,0
26524,juan,20,0
26527,怀尔德,7,0
26528,面包店,78,0
26529,面包房,20,0
26530,蛋糕店,7,0
26531,糕点店,6,0
26532,85%,471,0
26533,310,57,0
26535,德克,15,0
26536,dirk,8,0
26537,赛跑者,12,0
26538,转轮,26,0
26539,赛跑选手,8,0
26540,公平合理,6,0
26541,失败者,127,0
26542,输家,46,0
26543,福岛,59,0
26545,wagner,5,0
26546,陆,6,0
26547,鲁国,5,0
26548,lu,25,0
26549,鲁,6,0
26550,儒教,12,0
26551,儒家思想,23,0
26554,儒家文化,7,0
26555,多云,17,0
26556,阴天,7,0
26557,远地点,9,0
26558,347,23,0
26559,336,165,0
26560,2112,5,0
26561,1966,211,0
26562,华纳,58,0
26563,时代华纳,6,0
26564,warner,18,0
26569,蒙古语,6,0
26570,伍兹,21,0
26571,woods,11,0
26572,梭织机,8,0
26573,织布机,9,0
26574,织机,9,0
26575,brag,6,0
26576,weiner,5,0
26577,好人,7,0
26578,辩护者,13,0
26579,连环,10,0
26580,serial,11,0
26581,连续剧,8,0
26582,假设性,6,0
26583,畅销,11,0
26584,贵格会,10,0
26585,1692,7,0
26587,家教,15,0
26588,菲律宾人,5,0
26589,门多萨,21,0
26591,战战兢兢,6,0
26592,打颤,6,0
26594,tdp,18,0
26595,优越感,18,0
26596,调节阀,5,0
26598,脑垂体,6,0
26602,背道,6,0
26603,贩毒,89,0
26604,性交易,11,0
26605,贩运,47,0
26606,判罚,11,0
26609,1605,18,0
26610,屠体,163,0
26611,胴体,27,0
26612,屍体,23,0
26613,1260,7,0
26614,著作权,461,0
26615,原作者,5,0
26616,署名权,6,0
26620,探视,5,0
26621,异端邪说,6,0
26622,撇号,10,0
26623,示明,13,0
26624,疏漏,6,0
26625,复数,8,0
26626,语法学,7,0
26627,分号,47,0
26628,雪茄,123,0
26629,雪茄烟,24,0
26631,大灾难,21,0
26632,巨灾,14,0
26633,1760,10,0
26634,专柜,15,0
26635,童子,20,0
26637,小家伙,7,0
26638,lad,20,0
26639,派出,42,0
26640,发运,7,0
26641,光晕,7,0
26642,茱丽叶,7,0
26643,juliet,8,0
26644,催产素,88,0
26645,偷税,7,0
26646,避碰,12,0
26647,免生,251,0
26648,耐克,76,0
26649,耐克公司,7,0
26650,nike,17,0
26651,毕生,13,0
26653,西方化,5,0
26654,东主,191,0
26657,比基尼,22,0
26659,占领者,9,0
26660,索罗斯,26,0
26661,crowe,6,0
26662,克劳,13,0
26663,伊恩,65,0
26664,ian,45,0
26665,伊安,30,0
26666,骇人听闻,10,0
26667,本尼迪克,14,0
26668,佐利克,19,0
26669,帕潘德里欧,17,0
26670,土匪,45,0
26672,不一致性,11,0
26673,鞋类,39,0
26674,鞋业,5,0
26675,制鞋,6,0
26676,促销,26,0
26677,扫罗,93,0
26679,扫罗招,6,0
26680,saul,15,0
26681,雅兹迪,7,0
26682,杀伤力,5,0
26683,无法说明,5,0
26685,1796,11,0
26686,退却,25,0
26687,喜马拉雅山脉,8,0
26689,益生菌,22,0
26690,益生素,6,0
26691,悬而未决,8,0
26692,拉迪奇,25,0
26693,种族灭绝,35,0
26694,焦油,25,0
26695,tar,16,0
26696,焦,15,0
26697,民俗,14,0
26698,民俗学,12,0
26700,m6,6,0
26702,微电脑,8,0
26703,微型机,21,0
26704,货币贬值,14,0
26706,上场,8,0
26707,弹奏,6,0
26710,鹰派,13,0
26712,绥靖,7,0
26714,异见,5,0
26718,关键字,77,0
26719,关键词,93,0
26720,ssh,185,0
26721,pv,34,0
26722,pmr,8,0
26723,附加物,5,0
26724,附肢,17,0
26725,莫尔斯,21,0
26726,morse,22,0
26727,仿生,50,0
26728,仿生学,18,0
26729,布斯,20,0
26730,展台,17,0
26731,booth,60,0
26734,idl,13,0
26735,177,171,0
26736,armstrong,38,0
26737,阿姆斯特朗,60,0
26738,rm,99,0
26740,cv,59,0
26741,履历,7,0
26742,156,104,0
26744,补充规定,20,0
26745,阑尾炎,68,0
26746,排便,5,0
26748,囊性,17,0
26749,扁桃体炎,5,0
26750,1971,338,0
26751,vpn,151,0
26752,vpns,5,0
26753,dom,70,0
26754,体外,7,0
26755,vnc,24,0
26756,开胃菜,30,0
26758,芦笋,22,0
26760,牛肉饼,15,0
26761,burgers,10,0
26763,香槟,94,0
26764,香槟酒,40,0
26766,心灵手巧,7,0
26767,聪明才智,12,0
26768,啄食,11,0
26769,佩克,5,0
26770,巴里,79,0
26771,barry,47,0
26772,捣碎,6,0
26773,卡普,8,0
26774,葛丽塔,5,0
26775,格蕾塔,5,0
26776,梅丽尔,14,0
26777,梅莉,9,0
26778,特里普,17,0
26780,双子座,16,0
26781,gemini,8,0
26782,埃德加,70,0
26783,edgar,13,0
26784,linux,513,0
26785,applet,85,0
26786,dll,146,0
26787,mpeg,189,0
26789,mozilla,206,0
26790,1975,355,0
26791,俄米,18,0
26792,内奥米,9,0
26793,58,712,0
26794,第五十八,117,0
26795,柴火,17,0
26796,木柴,12,0
26797,有效载荷,21,0
26798,酬载,5,0
26800,encoding,5,0
26801,cda,29,0
26802,局,43,0
26803,事务局,11,0
26804,bureau,29,0
26805,里程,57,0
26806,clp,28,0
26807,药器,8,0
26809,汽,8,0
26810,汽相,6,0
26811,眼线,5,0
26812,柱塞,7,0
26813,bios,29,0
26814,bmc,33,0
26815,rup,36,0
26816,贴花,12,0
26817,补花,5,0
26818,缝,10,0
26822,丝绸,155,0
26823,蚕丝,64,0
26824,真丝,33,0
26825,丝,25,0
26827,釉,35,0
26828,釉面,12,0
26829,釉料,6,0
26830,tyler,27,0
26831,投机性,9,0
26832,fabio,6,0
26833,介导,86,0
26834,被压迫,13,0
26835,受压迫,17,0
26836,格雷格,35,0
26837,greg,26,0
26838,葛雷,8,0
26839,詹宁斯,7,0
26840,jennings,5,0
26842,民族化,5,0
26843,性病,5,0
26844,std,67,0
26846,丹佛,86,0
26847,丹佛市,22,0
26848,denver,7,0
26849,政府部门,8,0
26850,拨动,5,0
26851,拔,5,0
26852,布雷默,10,0
26853,昆德拉,9,0
26855,jesse,10,0
26856,耶西,14,0
26857,同位语,6,0
26858,植入术,34,0
26859,离子注入,29,0
26860,htr,41,0
26862,横,18,0
26863,中线,33,0
26864,审定,8,0
26865,考评,7,0
26866,救市,12,0
26867,逐年,5,0
26868,创造性地,29,0
26869,丧亲之痛,9,0
26870,评估师,14,0
26871,鉴定人,23,0
26872,估价师,15,0
26873,麦克莱恩,5,0
26874,mclean,7,0
26875,针尖,5,0
26876,紧迫性,32,0
26877,紧迫感,20,0
26878,迫切性,17,0
26879,尿急,5,0
26880,急迫,7,0
26881,股利,23,0
26882,股息,71,0
26883,债款,9,0
26885,浸礼会,6,0
26886,浸会,7,0
26887,损失惨重,7,0
26889,灾害性,13,0
26891,制欲,5,0
26892,sublime,5,0
26893,海耶斯,7,0
26894,hayes,8,0
26896,奥斯陆,11,0
26898,breivik,10,0
26899,bin,84,0
26901,有条理,6,0
26902,组织性,8,0
26903,辅音,10,0
26904,声母,5,0
26906,cassandra,6,0
26908,维罗纳,6,0
26909,春晚,7,0
26910,学徒制,5,0
26911,熟练程度,10,0
26912,剪裁,5,0
26913,甜言蜜语,5,0
26914,好心,6,0
26915,山羊胡子,10,0
26916,通用汽车,10,0
26917,gm,283,0
26918,卡迪拉克,14,0
26919,凯迪拉克,9,0
26920,cadillac,6,0
26922,斯图亚特,8,0
26923,stuart,17,0
26924,威尔克斯,28,0
26926,威克,8,0
26928,fcc,71,0
26929,私下里,18,0
26930,私自,21,0
26931,私分,8,0
26933,强韧,6,0
26934,8,52,0
26935,蒙哥马利,51,0
26936,montgomery,15,0
26937,前文,22,0
26938,icd,18,0
26939,wi,34,0
26940,帕米尔,11,0
26941,″,57,0
26943,手绢,25,0
26945,三级,15,0
26946,第三纪,18,0
26947,三期,6,0
26948,第三系,33,0
26950,mm,891,0
26951,0mm,86,0
26952,ppl,8,0
26953,塔吉克斯坦,21,0
26954,水彩,18,0
26955,清漆,27,0
26958,mar,14,0
26959,切线,13,0
26960,纳秒,18,0
26961,毫微秒,7,0
26962,边际,23,0
26963,边缘性,5,0
26968,第十一届,7,0
26970,定态,6,0
26972,apr,16,0
26973,杏,9,0
26974,杏子,8,0
26976,下丘脑,15,0
26977,桃子,38,0
26979,水蜜桃,11,0
26980,蜜桃,5,0
26982,peach,6,0
26983,幼树,13,0
26984,树苗,15,0
26986,sapling,8,0
26987,会员卡,21,0
26988,会籍,28,0
26990,布兰特,6,0
26991,brent,17,0
26993,tara,28,0
26994,幽默家,5,0
26995,364,36,0
26996,1582,5,0
26998,gag,29,0
26999,广泛性,10,0
27001,法医,35,0
27002,法医学,6,0
27003,鉴证,5,0
27005,认识论,27,0
27006,围裙,63,0
27009,露茜,6,0
27010,lucy,34,0
27012,家庭妇女,8,0
27013,格雷特,10,0
27014,泰然自若,6,0
27016,沃尔顿,18,0
27018,scrum,9,0
27019,酷爱,5,0
27020,evernote,14,0
27021,洛瑞,5,0
27022,安德鲁,147,0
27023,andrew,85,0
27024,gre,13,0
27025,特朗普,91,0
27026,川普,6,0
27027,trump,13,0
27028,rpm,22,0
27029,打进,7,0
27031,康威,30,0
27033,miami,5,0
27034,花瓣,80,0
27035,瓣体,9,0
27036,达夫,14,0
27037,duff,5,0
27038,宿醉,34,0
27039,hangover,5,0
27041,tk,87,0
27042,黄水晶,6,0
27043,振荡器,84,0
27044,谐振子,8,0
27045,振子,11,0
27046,萤火虫,87,0
27047,led,11,0
27049,发光管,5,0
27051,mw,104,0
27052,0mw,17,0
27053,kwh,6,0
27055,绿柱石,13,0
27056,阿姆斯特丹,180,0
27057,amsterdam,5,0
27058,面包师,53,0
27060,面包师傅,6,0
27061,baker,45,0
27063,harvey,10,0
27064,voodoo,7,0
27066,晕倒,20,0
27067,晕过去,7,0
27068,隐隐,6,0
27069,昏倒,9,0
27070,盐度,144,0
27071,含盐量,8,0
27072,天王星,18,0
27073,处女座,28,0
27074,水生,53,0
27075,水生动物,7,0
27076,无处,24,0
27077,行不通,7,0
27078,1952,115,0
27079,sccp,15,0
27080,蛇形,9,0
27081,蛇纹石,12,0
27082,蝌蚪,14,0
27083,渡槽,25,0
27084,导水管,13,0
27086,冲走,6,0
27088,洛城,6,0
27089,angeles,14,0
27091,以赛亚,11,0
27092,亚书,5,0
27093,以赛,5,0
27094,etv,15,0
27095,脑积水,10,0
27097,223,43,0
27098,1842,19,0
27100,水质,5,0
27101,水相,8,0
27102,sh,60,0
27103,shs,19,0
27104,水溶性,24,0
27105,可溶性,303,0
27107,可溶,26,0
27109,移植物,31,0
27111,弥漫着,5,0
27112,遍及,5,0
27114,mead,5,0
27116,溶解度,66,0
27117,溶解性,27,0
27118,溶度,12,0
27119,地下水,368,0
27120,分水岭,21,0
27121,转折点,5,0
27122,克利夫,8,0
27123,社会学家,112,0
27125,二十年代,19,0
27126,级配,6,0
27127,光剑,6,0
27128,sith,15,0
27129,盲目崇拜,8,0
27130,偶像崇拜,7,0
27131,奈杰尔,15,0
27132,nigel,5,0
27133,奈吉尔,5,0
27134,自助餐,29,0
27135,自助,12,0
27136,被劫持,14,0
27137,bengal,7,0
27138,索科特拉岛,8,0
27140,克什米尔地区,9,0
27141,喀什米尔,8,0
27142,kashmir,6,0
27143,底格里斯河,5,0
27144,支流,34,0
27146,水浸,8,0
27147,浸水,29,0
27148,在押人员,6,0
27149,卡拉奇,59,0
27150,海洋学家,13,0
27151,踢足球,6,0
27152,感恩节,219,0
27153,纳赛尔,13,0
27154,宗派主义,5,0
27155,非农业,31,0
27156,违宪,36,0
27158,套汇,7,0
27159,梁昊,6,0
27160,良杰,6,0
27161,youtube,260,0
27162,tube,9,0
27163,法郎,53,0
27164,瑞士法郎,19,0
27165,无风险,25,0
27168,ddl,9,0
27169,流逝,8,0
27170,传球,10,0
27171,树栖,6,0
27172,树木园,5,0
27174,arbor,5,0
27175,乔木,6,0
27176,1927,59,0
27177,院里,17,0
27178,玉兰,5,0
27179,白玉兰,5,0
27180,cole,12,0
27181,偏移量,13,0
27183,mame,6,0
27184,wii,33,0
27185,任天堂,38,0
27186,nintendo,5,0
27187,马里奥,99,0
27188,mario,35,0
27189,pac,75,0
27191,迷上,6,0
27192,cs,160,0
27197,tlc,57,0
27198,衣衫褴褛,5,0
27199,山腰,6,0
27200,理顺,20,0
27201,理清,5,0
27202,摆正,5,0
27204,726,5,0
27205,怀抱,9,0
27206,胸怀,7,0
27207,怀中,9,0
27208,怀里,12,0
27209,奥斯曼帝国,12,0
27211,健康检查,6,0
27212,体检,10,0
27213,1850,36,0
27215,为数不多,6,0
27216,少数几个,11,0
27217,极少数,6,0
27218,詹姆逊,11,0
27219,木屑,11,0
27220,锯末,9,0
27222,圭亚那,5,0
27223,百列,6,0
27225,gabriel,17,0
27226,利比,21,0
27227,libby,7,0
27228,琳达,44,0
27229,linda,27,0
27230,誊写,9,0
27231,最深,134,0
27232,内心深处,7,0
27234,hamiltonian,10,0
27235,mikhail,7,0
27236,米哈伊尔,10,0
27238,红杉树,6,0
27240,坎特伯雷,32,0
27241,废黜,5,0
27242,力劝,7,0
27243,都柏林,72,0
27244,dublin,7,0
27245,副主教,16,0
27246,表示同意,6,0
27247,地窖,32,0
27248,酒窖,8,0
27249,司法部,11,0
27250,司法部门,11,0
27253,944,6,0
27254,格雷戈里,19,0
27255,gregory,17,0
27256,布道,31,0
27257,擦破,5,0
27258,刮掉,5,0
27259,刮伤,6,0
27260,刮下,6,0
27261,660,16,0
27262,一万三千,6,0
27263,13000,13,0
27264,座堂,9,0
27265,膳宿费,6,0
27267,兰登,18,0
27268,大篷车,8,0
27269,箍,5,0
27270,呼啦圈,6,0
27271,套圈,5,0
27272,入口通道,6,0
27274,花岗石,16,0
27275,砌石,9,0
27276,砖石,7,0
27277,砌体,21,0
27278,picker,5,0
27279,行家,8,0
27280,鉴赏家,11,0
27281,七十,22,0
27282,七十个,10,0
27283,良师益友,7,0
27284,指导者,8,0
27285,佐藤,18,0
27286,sato,20,0
27289,iberia,6,0
27290,亚历山大港,12,0
27292,怕羞,10,0
27293,shy,8,0
27294,扶手椅,65,0
27295,扶椅,5,0
27296,伯爵夫人,11,0
27297,箭术,14,0
27298,射箭,23,0
27299,南韩,7,0
27301,1948,181,0
27302,佐伊,17,0
27303,zoe,7,0
27304,伊斯顿,19,0
27305,垒球,19,0
27306,温布利,22,0
27307,ahmed,18,0
27308,vita,14,0
27309,混混,8,0
27310,恶霸,12,0
27312,霸凌,6,0
27313,sbs,90,0
27314,pcl,29,0
27315,寄递,5,0
27316,linnaeus,7,0
27317,1758,5,0
27318,天鹅座,5,0
27319,葡萄园,128,0
27321,汉普顿,44,0
27323,感伤,8,0
27324,尤金,19,0
27325,ra,177,0
27326,朱吟秋,6,0
27327,欣,6,0
27328,茅盾,10,0
27329,海鸟,23,0
27330,海雀,5,0
27331,燕鸥,7,0
27332,库尼亚,7,0
27333,环礁,19,0
27335,考艾岛,5,0
27337,venice,6,0
27339,佳能,5,0
27340,保管员,8,0
27341,档案室,7,0
27342,磁带,120,0
27343,胶带,67,0
27345,剪贴簿,11,0
27346,朱迪丝,11,0
27347,朱迪斯,9,0
27348,朱迪思,14,0
27349,尤蒂丝,6,0
27350,judith,16,0
27352,德斯坦,5,0
27353,goldstein,11,0
27354,布儒斯,8,0
27355,自传体,17,0
27356,检举人,5,0
27357,欧比,5,0
27358,康斯坦,8,0
27359,牌楼,6,0
27360,无敌,6,0
27361,立于不败之地,17,0
27362,碑文,9,0
27363,铭文,28,0
27364,题词,5,0
27365,门面,8,0
27366,peng,7,0
27367,金库,6,0
27368,拱顶,8,0
27369,保险库,6,0
27371,煤柱,8,0
27372,mig,28,0
27373,过电压,5,0
27374,微弧,12,0
27376,波谱,6,0
27377,火光,14,0
27378,汽体,13,0
27379,塑性,38,0
27382,移相器,23,0
27383,峡湾,11,0
27385,脱臼,11,0
27387,下潜,14,0
27388,espn,31,0
27389,usher,5,0
27390,lois,5,0
27393,decode,7,0
27394,解译,5,0
27395,一闪,13,0
27398,绝经,14,0
27400,经验不足,7,0
27403,迪翁,6,0
27404,说书人,7,0
27405,312,23,0
27408,81%,8,0
27409,台北市,7,0
27410,台北,47,0
27411,拨,26,0
27412,拨打,16,0
27414,拨通,9,0
27415,拨号上网,6,0
27416,拨盘,6,0
27417,拨电话,5,0
27418,2,62,0
27419,901,9,0
27420,失败主义,6,0
27421,meme,7,0
27423,从技术上,35,0
27424,在技术上,22,0
27425,严格来说,14,0
27426,严格说来,5,0
27427,卡环,6,0
27428,免收,23,0
27430,马岛,6,0
27431,马拉多纳,41,0
27433,罗马尼亚语,6,0
27434,排华,7,0
27435,豁除,7,0
27436,特维斯,16,0
27437,内维尔,10,0
27438,巴勒莫,20,0
27439,最美,7,0
27441,sergio,5,0
27442,巴蒂斯塔,18,0
27443,che,10,0
27444,格瓦拉,7,0
27445,1967,270,0
27446,iso,220,0
27448,氩,15,0
27449,ar,7,0
27450,惰性气体,14,0
27452,瑞,8,0
27453,rayleigh,22,0
27454,1895,35,0
27455,电离辐射,5,0
27456,防线,7,0
27457,vip,60,0
27458,vips,11,0
27459,35000,24,0
27460,语料库,29,0
27462,kenny,16,0
27466,hdf,7,0
27467,ipo,130,0
27470,bohr,5,0
27471,玻尔,12,0
27472,无端,6,0
27474,发脾气,20,0
27475,健谈,13,0
27476,加糖,6,0
27477,男高音,8,0
27478,wai,28,0
27479,aria,20,0
27480,una,8,0
27481,帕瓦罗蒂,15,0
