,words,amounts,entropies
9629,ανυπομονώ,6,0
9630,ενσυναίσθηση,72,0
9632,ταλέντος,56,0
9633,ταλέντα,61,0
9636,απεκδύω,6,0
9637,εισερχόμενος,25,0
9638,ιδεαλισμός,29,0
9640,εξυπνάδα,15,0
9641,ευφυία,27,0
9642,ευφύχα,14,0
9643,ex,20,0
9644,περιοδικά,28,0
9646,επαναληπτικός,9,0
9647,theato,152,0
9648,ευρωστία,8,0
9650,soft,6,0
9652,αειφόρο,5,0
9654,πλουτισμός,15,0
9655,αγίας,10,0
9656,st,25,0
9657,επανασύνω,7,0
9658,επανασύνδεση,8,0
9659,επανασυνδέω,6,0
9660,κοφτερός,6,0
9661,αιχμηρός,8,0
9662,δικαιολογητικό,6,0
9663,budgeting,5,0
9664,morgan,172,0
9665,μόργκαν,5,0
9667,αντιδήμαρχος,7,0
9669,μοζαμβίκη,85,0
9670,μοζαμβίκης,25,0
9672,τσετσένια,7,0
9673,χαράκωμα,14,0
9674,πεντάγωνος,13,0
9675,πεντάγωνο,7,0
9676,εύρωστος,10,0
9677,σαββατοκύριακο,216,0
9678,σαββατοκύριοκος,8,0
9679,σαββατοκύριακα,9,0
9680,σαββατοκύριακος,7,0
9681,σαββατοκύριακας,11,0
9682,αστυνόμευση,51,0
9683,υπερατλαντικός,72,0
9685,καταπιεσμένος,26,0
9687,καταπιεζόμενος,6,0
9688,καταδυναστεύω,7,0
9689,καταπιενμένος,21,0
9691,george,75,0
9692,τζωρτζ,18,0
9693,τζορτζ,25,0
9694,robertson,6,0
9696,40 000,7,0
9697,sintra,14,0
9698,καλεσμένος,24,0
9700,προσκέκλημενος,14,0
9701,φιλοξενούμενος,30,0
9702,προσκεκλημένος,20,0
9703,κάλεσμενο,5,0
9704,κάλεσμενος,12,0
9706,ευχάριστα,14,0
9712,λυρικός,6,0
9715,οφθαλμαπάτης,7,0
9716,αυτόνομος,326,0
9718,ένοπλης,41,0
9719,ένοπλος,577,0
9721,αυτοκρατορικός,21,0
9722,αντιπαλότητα,34,0
9723,αντιζηλία,6,0
9724,claude,109,0
9725,martinez,45,0
9726,daniel,70,0
9727,ντάνιελ,19,0
9728,ο ντάνιελ,10,0
9729,bendit,194,0
9730,echelon,168,0
9731,εchelon,5,0
9732,παναμά,34,0
9734,πολεμοκάπηλος,6,0
9735,ορκίζω,11,0
9736,ορκίζομαι,8,0
9737,φείδω,7,0
9738,βουδαπέστης,67,0
9739,βουδα,7,0
9741,πολωνικός,265,0
9742,geremek,35,0
9744,πόλο,6,0
9747,ανεπίσημης,7,0
9748,headline,6,0
9749,πρωτοσέλιδα,35,0
9750,πρωτοσέλιδος,23,0
9751,"0 , 7",5,0
9752,"0 , 7%",35,0
9753,βορειοατλαντικός,11,0
9754,ασύνδετος,7,0
9755,δεε,103,0
9756,κοιμά,39,0
9757,κοιμώ,69,0
9760,κοιμάμαι,11,0
9761,κοιμόμαι,22,0
9762,κοιμάζω,19,0
9763,ξύπνιος,26,0
9766,στρατιωτικοποιώ,21,0
9767,ανω,10,0
9768,γονές,1383,0
9769,γονί,85,0
9770,γονέας,56,0
9772,μεσημεριανός,13,0
9773,petersberg,64,0
9774,πέτερσμπεργκ,6,0
9775,v,106,0
9778,franco,17,0
9779,καταλωνία,9,0
9781,robles,38,0
9783,μεσολαβαίνω,7,0
9784,διαμεσολαβώ,5,0
9786,αντιτιθέμενος,9,0
9788,1284,10,0
9789,βίζα,54,0
9790,visa,11,0
9791,aziz,26,0
9793,κελί,63,0
9794,κύτταρο,734,0
9795,βλαστικός,70,0
9796,βλαστοκύτταρα,67,0
9798,συγκρατώ,10,0
9799,τσέτσενος,5,0
9800,τσετσενικός,10,0
9801,τσέτσενο,14,0
9802,τσετσένος,13,0
9807,εξευτελισμός,38,0
9808,αρτιμελής,5,0
9809,ζωντανά,12,0
9810,βιασμός,269,0
9812,feira,185,0
9814,παραμύθιο,7,0
9817,gearing,11,0
9819,εκτυλίσσω,44,0
9821,ξετυλίγω,6,0
9822,ξεδιπλώνω,16,0
9823,titley,224,0
9824,μόχλευση,15,0
9825,μοχλεύω,5,0
9826,μπέρδεμα,9,0
9828,den,288,0
9829,bos,40,0
9831,αγγέλος,21,0
9832,angel,8,0
9833,άγγελο,6,0
9837,εφεύρω,53,0
9838,εφευρίζω,16,0
9839,επινοήμαι,7,0
9840,εφευρίσκω,10,0
9841,επινοηίζω,9,0
9843,εφχύρω,8,0
9844,εφευρίνω,8,0
9845,διπλωματικά,10,0
9846,eurocorps,6,0
9847,45 000,9,0
9848,αστυνομικά,8,0
9849,αστυνομικό,13,0
9850,χωροφύλακας,12,0
9851,παλαιστινιακός,1232,0
9854,εξελισσόμενος,40,0
9855,εξελιγώ,29,0
9856,morillon,131,0
9858,γελάζω,66,0
9859,γελάω,26,0
9860,γελούμαι,18,0
9861,γέλομαι,37,0
9862,γελώ,15,0
9863,γελαίνω,15,0
9864,περίγελος,6,0
9865,dixon,5,0
9866,εδώλιο,12,0
9869,γιαγιάδα,16,0
9870,προγιαγιά,5,0
9876,λατινικός,400,0
9878,jospin,33,0
9879,ζοσπέν,7,0
9881,αναμορφώνω,8,0
9882,αναδιαμορφώνω,5,0
9883,αξιοπερίεργος,7,0
9888,επαληθεύσιμος,21,0
9890,όνειρα,213,0
9891,όνειρο,468,0
9893,ονειρεύομαι,38,0
9894,όνειρά,79,0
9895,καρτερικότητα,5,0
9896,βασίλισσα,78,0
9897,κουίνς,5,0
9898,αξιοκρατία,5,0
9899,νεωτερισμός,5,0
9901,επίτιμος,18,0
9904,εκστομίζω,5,0
9906,κατωτερότητα,19,0
9907,αποφαίνομαι,18,0
9908,θεά,15,0
9909,ινστιτούτου,55,0
9910,ινστιτούτος,25,0
9911,ινστιτούτο,648,0
9912,ινστιτούτα,32,0
9913,δικαιωματικός,13,0
9917,απαρτχάιντ,83,0
9921,αρωγή,6,0
9923,shelter,6,0
9925,κατάφυγιο,9,0
9926,χολέρα,41,0
9928,ελικόπτερας,65,0
9929,ελικόπτερο,46,0
9930,ελικόπτερος,11,0
9931,δέσμα,9,0
9932,dipecho,5,0
9936,μαπούτο,13,0
9938,καυχώ,5,0
9939,κομπάζω,5,0
9940,επαίρω,6,0
9941,κακουχία,13,0
9942,υπομένω,23,0
9943,υπομείνω,6,0
9944,διαρκώ,7,0
9945,κάμψη,39,0
9947,συρτάρι,18,0
9948,συρτάριο,15,0
9949,αοριστολογία,5,0
9950,θανάτος,5,0
9951,παρεμβατισμός,31,0
9952,παταγωδώς,14,0
9953,ανελαστικότητα,6,0
9954,οικονομολόγος,203,0
9955,economist,29,0
9956,οικονομόλογας,33,0
9957,οικονομόλογος,65,0
9960,κατηφόρη,81,0
9961,κατηφόρος,5,0
9963,ευτύχημα,11,0
9964,επανενεργοποίηση,6,0
9967,απορροφαίνω,20,0
9968,απορροφάτω,10,0
9969,attwooll,45,0
9973,στόλος,1088,0
9974,ψάρι,652,0
9975,ψαρία,163,0
9976,ψαρεύω,44,0
9977,ψαριό,38,0
9978,διεθνισμός,12,0
9980,δεόντως,20,0
9981,θεαματικός,45,0
9983,πππα,5,0
9984,αναιμία,6,0
9985,ιού,61,0
9986,ιό,116,0
9987,ιός,29,0
9989,ιχθυοκαλλιέργεια,11,0
9990,υδατοκαλλιέργεια,118,0
9991,240,36,0
9992,χέλι,5,0
9993,ενδημικός,45,0
9994,λοιμώδης,6,0
9996,επιτεύξιμος,18,0
9997,μολυσμένος,7,0
9998,θηλαστικό,80,0
10000,μεταφορέα,14,0
10003,λοίμωξη,86,0
10005,συμπαθητικός,9,0
10007,iccat,85,0
10009,κορβανά,8,0
10011,θυννοείδα,13,0
10012,τόννο,40,0
10013,δημοπρατώ,14,0
10017,λαστιχένιος,7,0
10018,gallagher,163,0
10020,κόκκινος,447,0
10021,bft,27,0
10023,ισοδύναμο,21,0
10024,ηβ,79,0
10025,"6 , 4",6,0
10026,προσγείωση,43,0
10027,αποβίβαση,5,0
10028,απογείωση,6,0
10030,bay,20,0
10033,απλαδία,8,0
10034,απλάδιο,10,0
10036,μηχάνοτρατας,5,0
10037,πεπαλαιώνω,5,0
10040,πεπαλαιωμένος,7,0
10041,πλοιοκτητής,52,0
10042,εφοπλιστής,18,0
10043,εφοπλίστης,15,0
10045,δικαιοστάσιο,58,0
10050,χρεωκοπία,21,0
10051,ισοδυναμία,67,0
10052,αφερεγγυότητα,66,0
10053,οφειλέτης,47,0
10054,οφειλέτη,39,0
10055,οφειλετής,27,0
10056,υπόληψη,18,0
10057,πορνεία,279,0
10059,grφner,23,0
10060,gröner,48,0
10061,συρροή,12,0
10062,roure,166,0
10063,ιράν,1750,0
10064,το ιράν,108,0
10065,khatami,17,0
10066,χαταμί,10,0
10068,jonckheer,19,0
10069,blak,92,0
10070,seppδnen,76,0
10071,seppänen,35,0
10072,antσnio,10,0
10073,antónio,11,0
10074,antonio,42,0
10075,αντόνιο,10,0
10077,επικαλυπτόμενος,10,0
10078,τερματικός,47,0
10079,τερματικό,9,0
10083,unice,33,0
10084,υποστηρικτικός,59,0
10085,εφοδιάζω,40,0
10086,εφοδιαζω,22,0
10087,εφοδιασμένος,11,0
10088,αθέμιτα,6,0
10089,φιλοδοξώ,50,0
10090,αποβλέπω,7,0
10091,προσβλέπω,11,0
10093,μονεταριστικός,31,0
10095,michelin,22,0
10100,κόκκινο,42,0
10101,σφοδρός,5,0
10102,υπερδύναμη,92,0
10103,υπερδύναμα,19,0
10104,υπερδύναμος,30,0
10105,υπέρδυναμη,10,0
10113,νόμπελ,94,0
10114,νομπέλ,14,0
10115,βραβεύω,5,0
10116,νομπελίστας,7,0
10117,βραβευμένος,13,0
10118,νομπελίστα,6,0
10119,ελαφρυντικός,5,0
10120,έμπνευση,128,0
10121,εμπνευδτώ,6,0
10122,bangemann,300,0
10125,θρησκευτικά,5,0
10127,άφιξη,173,0
10128,ερχομός,6,0
10129,ουρουγουάης,67,0
10130,Ουρουγουάα,10,0
10131,αλφαβητισμός,31,0
10132,γραμματισμός,19,0
10133,κοινοχρηστος,7,0
10134,μακροοικονομία,6,0
10135,εναποθέζω,8,0
10136,καρφίτσα,8,0
10137,pin,8,0
10138,θεολογικός,31,0
10141,υπέρογκος,11,0
10143,tempt,8,0
10144,jens,8,0
10145,peter,155,0
10146,πήτερ,9,0
10147,πίτερ,16,0
10152,διαφαίνω,6,0
10153,θέα,8,0
10154,στόχαστρο,5,0
10155,τροχός,102,0
10157,ρόδη,17,0
10158,ιδιωτικότητα,240,0
10159,ευρυζωνικός,51,0
10160,ευρυζωνικότητα,18,0
10162,cardiff,40,0
10163,κάρντιφ,136,0
10165,σιδερένιος,10,0
10166,σίδηρο,18,0
10167,σίδηρος,28,0
10168,σίδερο,10,0
10169,σιδηρός,9,0
10170,league,22,0
10173,κυβερνόχωρος,7,0
10175,μικροεπιχείρηση,26,0
10177,άυλος,22,0
10178,φούσκα,143,0
10179,σαπουνόφουσκα,8,0
10180,φυσάλιδα,8,0
10181,φυσαλίδα,7,0
10182,φυσαλλίδα,5,0
10183,σκάζω,7,0
10184,σκώ,6,0
10185,έκλαμψη,13,0
10187,έρεθισμα,5,0
10188,μέτοχος,125,0
10189,μέτοχο,98,0
10190,χαρτοφυλάκιο,48,0
10191,χαρτοφυλάκιος,24,0
10192,χαρτοφύλακιος,28,0
10193,καζίνο,38,0
10194,juncker,206,0
10195,ciampi,18,0
10197,λογιστής,33,0
10198,λογίστας,14,0
10199,λογιστή,6,0
10200,goebbels,130,0
10201,σταυροφορία,50,0
10202,desama,62,0
10203,swaps,6,0
10204,παγιδευμένος,48,0
10206,παγιδεύω,47,0
10207,πάγιδας,11,0
10208,αριστεία,100,0
10209,αφηρώ,14,0
10210,αφηρημένος,9,0
10211,αφηρημένα,8,0
10212,πλατφόρμα,449,0
10214,impasse,8,0
10215,20 . 15,6,0
10216,brundtland,7,0
10218,αποδέκτριας,12,0
10220,παραλήπτης,16,0
10221,παράληπτης,15,0
10225,εκβιομηχανίζω,18,0
10226,γεώτρηση,63,0
10229,αποψίλωση,307,0
10231,σκανδαλωδώς,10,0
10232,δυσχερής,7,0
10236,απολεμένω,26,0
10237,απολυμένω,33,0
10238,απολυθέντης,17,0
10239,απολυθείς,10,0
10240,bouwman,45,0
10241,νύχτης,63,0
10242,νύχτα,662,0
10243,νυκτερινός,35,0
10244,νυχτερινός,89,0
10245,βραδιά,38,0
10246,fernαndez,39,0
10247,fernández,7,0
10249,martνn,43,0
10252,εμβέλεια,6,0
10253,249,15,0
10254,παρέλω,5,0
10256,παραλύνω,12,0
10259,αποδεκατίζω,34,0
10260,μοτίβο,66,0
10261,μοτίβα,64,0
10262,μότιβας,11,0
10263,υποκειμενικός,90,0
10264,jarzembowski,340,0
10269,μουσειακός,13,0
10270,μουσείο,227,0
10271,μούσειο,40,0
10272,μουσεία,67,0
10273,μούσεια,8,0
10274,αναποτελεσματικά,12,0
10275,ατελέσφορος,7,0
10276,επιβατηγός,63,0
10277,επιβατικός,186,0
10278,επιβατής,110,0
10280,m3,10,0
10281,κουβάδα,7,0
10282,κουβά,5,0
10283,δεκαπενθήμερο,20,0
10284,ρότερνταμ,76,0
10285,ρόττερνταμ,8,0
10286,έριδος,6,0
10288,χελώνας,14,0
10289,marpol,31,0
10291,λεττονία,104,0
10293,ευθέως,5,0
10296,καταδικαστέος,11,0
10297,κατακριτέος,27,0
10298,καταδικαστέο,6,0
10299,επιλήψιμος,8,0
10300,αξιόμεμπτος,6,0
10301,αξιοκατάκριτος,8,0
10302,sterckx,139,0
10303,piecyk,69,0
10304,αφαιρίνω,8,0
10306,αποφοίτος,15,0
10307,αποφοιτώ,82,0
10308,πτυχιούχος,11,0
10309,playing,16,0
10310,ευσυνείδητος,22,0
10311,εξήντα,80,0
10316,καρελία,14,0
10317,υποκρίτης,5,0
10318,αναπάντεχος,7,0
10319,απρόσμενος,27,0
10321,42 000,6,0
10322,κακάο,104,0
10324,κάκαο,8,0
10325,κακάου,9,0
10326,20 . 30,8,0
10327,8 . 30,10,0
10329,blokland,195,0
10331,άλευρα,6,0
10332,δύσπεπτος,5,0
10333,ατέλειωτος,26,0
10337,alan,76,0
10338,άλαν,7,0
10339,λα,27,0
10340,la,199,0
10341,κλυδωνισμός,16,0
10344,διμερώς,34,0
10345,υποστηρίσμαμ,5,0
10346,διά,75,0
10347,δια,29,0
10348,διάββιο,8,0
10349,βίος,6,0
10351,ευφυός,21,0
10352,νοήμων,6,0
10360,journal,25,0
10364,έμβλημα,9,0
10365,μότος,6,0
10367,μεσαιωνικός,23,0
10368,ειδικεύωενος,16,0
10370,ειδίκευση,6,0
10371,ειδικεύμενος,16,0
10373,τηλεργασία,13,0
10374,τηλεεργασία,6,0
10375,χοίρειος,7,0
10376,χοιρείος,9,0
10377,erasmus,405,0
10379,αυτοκτονώ,20,0
10380,παρέκβαση,10,0
10381,rothley,292,0
10382,κομβικός,8,0
10383,mauro,66,0
10384,παθητικά,36,0
10386,λίπη,48,0
10387,λίπος,85,0
10390,λιπάρη,11,0
10392,λαχανικός,100,0
10393,οπωροκηπευτικός,8,0
10394,διεγερτικά,5,0
10395,διεγερτικός,5,0
10396,αναλαμπή,6,0
10399,μεγεθυντικός,6,0
10403,usd,8,0
10404,γνησιότητα,25,0
10405,αυθεντικότητα,52,0
10408,δημοτικότητα,52,0
10411,σόγια,26,0
10413,διαμορφωτής,5,0
10414,σακούλα,60,0
10417,σάκος,6,0
10419,καπνοκαλλιεργητής,19,0
10420,αμπελουργός,18,0
10421,αμπελοκαλλιεργητής,5,0
10422,αμπελουργή,8,0
10425,grossetκte,44,0
10426,grossetête,85,0
10427,grossetete,13,0
10428,γευστικός,9,0
10429,γούστος,18,0
10430,γούστα,10,0
10431,μαίνω,23,0
10432,μαινόμενος,5,0
10434,εκκρέμω,11,0
10435,εκκρεμών,6,0
10436,εκκρεμότητα,5,0
10438,κατάγομαι,6,0
10439,queirσ,13,0
10440,queiró,25,0
10444,λιθοβολώ,9,0
10446,λίθινος,16,0
10447,stone,12,0
10448,σμπάρο,10,0
10449,πέτρινος,15,0
10450,ατιμωρητί,6,0
10451,ατιμώρητα,12,0
10453,13 . 00,16,0
10454,μ . μ,12,0
10457,αιματοχυσία,59,0
10458,εσδα,39,0
10459,εσαδ,10,0
10462,περιστολή,7,0
10463,περιστέλλω,7,0
10464,φίλοσοφο,19,0
10465,φιλόσοφος,44,0
10466,φίλοσοφος,30,0
10468,ενσωματωμένος,5,0
10472,dury,9,0
10473,προδήλως,10,0
10475,τετραγωνισμός,6,0
10478,πρόδρομο,6,0
10479,πρόδρομα,5,0
10481,berθs,22,0
10482,berès,190,0
10483,δουλεία,228,0
10484,σκλαβιά,61,0
10485,απανθρωπιά,9,0
10487,voggenhuber,71,0
10489,προϊσταμένος,6,0
10490,στέρλινα,9,0
10492,προσανατολισμένο,10,0
10493,thatcher,23,0
10494,θάτσερ,10,0
10495,εντυπωσιασμένος,10,0
10496,πρακτικότητα,18,0
10497,σαχραουί,17,0
10498,sahrawi,5,0
10499,σαχράουι,28,0
10500,ε&α,81,0
10501,ε & α,5,0
10502,carlotti,25,0
10503,διυλιστήριο,17,0
10504,διυλιστήρι,15,0
10505,οικολογία,73,0
10507,memorandum,6,0
10508,βουλγάρικος,195,0
10510,βούλγάρος,12,0
10512,lamy,150,0
10513,σιγκαπούρης,177,0
10515,howitt,145,0
10519,ήρεμης,5,0
10523,επισπεύω,6,0
10524,κορεσμός,9,0
10525,ιβηρικός,35,0
10527,"0 , 5",38,0
10528,mg,24,0
10529,βερόνας,9,0
10530,βερόνα,14,0
10531,μεταβαβαίνω,10,0
10534,διαμετακόμιση,109,0
10535,διερχόμενος,5,0
10536,διαμετακομιστικός,6,0
10537,διεκπεραίωση,8,0
10538,κύκνος,5,0
10540,άριστα,5,0
10544,μπουκάλι,47,0
10545,μπουκάλιο,45,0
10546,φιάλη,16,0
10547,μπουκαλία,11,0
10548,φιάλος,12,0
10549,εμφιαλωμένος,10,0
10550,μπουκαλιός,6,0
10551,μετριότητα,10,0
10553,αποτεφρώνω,23,0
10554,ανεπέξεργαστος,5,0
10555,αμμωνία,24,0
10556,δειγματοληψία,26,0
10557,δειγματοληπτικός,9,0
10558,μίξη,6,0
10561,χρυσό,144,0
10562,gold,14,0
10563,χρυσάφι,15,0
10564,πυροβολώ,95,0
10566,shoots,8,0
10567,χωματέρας,11,0
10568,χωματερή,51,0
10569,αποτεφρώτηρα,13,0
10570,αποτεφρωτήρας,24,0
10571,αποτεφρωτής,9,0
10573,διαλογή,16,0
10574,bowe,78,0
10577,οργανικός,210,0
10579,υδρόγονο,61,0
10580,υδρόγονος,51,0
10581,. . . .,13,0
10582,jackson,179,0
10583,τζάκσον,10,0
10586,αμφίσημος,11,0
10587,"2 , 2",35,0
10589,όζος,36,0
10590,όζον,142,0
10591,κόρη,341,0
10592,κόρας,64,0
10593,χονδρικός,14,0
10594,120,313,0
10598,υποπαράγραφο,5,0
10599,οξίνιση,31,0
10600,φορτώνω,23,0
10602,ευτροφισμός,22,0
10603,νοx,6,0
10604,nox,25,0
10605,nοx,6,0
10607,myller,75,0
10608,auto - oil,11,0
10609,ψεκασμός,16,0
10610,αεροψεκασμός,8,0
10611,συμψηφισμός,11,0
10612,συμψηφίζω,6,0
10613,2011,1836,0
10615,ιμος,24,0
10616,imo,9,0
10617,δνος,39,0
10620,συνταγματικά,15,0
10621,κορνουάλος,7,0
10623,schnellhardt,121,0
10625,υδρογονάνθρακας,45,0
10626,δούβλινο,232,0
10627,δουβλίνο,134,0
10629,διάψευση,6,0
10630,πάθη,16,0
10631,αυγούστος,97,0
10632,αύγω,17,0
10633,αύγουστο,38,0
10634,αυγούστου,13,0
10635,αύγουστος,7,0
10636,1949,37,0
10637,βικτωριανός,15,0
10638,εξύμνηση,7,0
10639,ludford,204,0
10640,άθλια,10,0
10641,kurti,6,0
10642,tony,66,0
10643,τόνι,70,0
10644,blair,174,0
10645,μπλερ,75,0
10646,μόσχα,327,0
10647,υποσιτισμός,71,0
10648,κλινική,127,0
10650,τηλεθέρμανση,11,0
10651,ημισέληνος,5,0
10652,ισλαμικός,646,0
10654,graham,51,0
10655,γκράχαμ,7,0
10656,watson,377,0
10657,γουάτσον,21,0
10658,εισβάλλω,79,0
10660,600,298,0
10661,unscom,24,0
10664,πυρομαχικός,23,0
10665,690,5,0
10671,λίτρο,74,0
10672,κάθειρξη,32,0
10673,φύλακιση,16,0
10674,εντωμεταξύ,43,0
10675,martνnez,28,0
10676,martínez,57,0
10677,φιάσκος,36,0
10678,διευρυνόμενος,17,0
10679,αναρχία,46,0
10680,εκμηδενίζω,5,0
10682,παράβατα,78,0
10683,παραβάτης,5,0
10684,ini,260,0
10685,belder,117,0
10686,ακαθάριστος,7,0
10687,ασυνάρτητος,21,0
10688,ζωτικότητα,49,0
10689,ζωντάνια,7,0
10693,epp,24,0
10694,shoah,6,0
10695,gue,14,0
10696,ποσοτικά,11,0
10697,απαξιωτικός,5,0
10699,τρίο,9,0
10700,τσαρικός,5,0
10702,ιουδαϊκός,10,0
10703,cook,41,0
10704,μάγειρα,7,0
10705,μαγειρεμένος,7,0
10706,ομαδοποίηση,10,0
10707,όμιλο,9,0
10708,προδότης,8,0
10709,νεοσύστατος,5,0
10710,νεοσύς,6,0
10712,κόψη,6,0
10715,ταλιμπάν,266,0
10716,λιμπάν,20,0
10719,ρουχισμός,10,0
10721,παντρέτω,47,0
10722,παντρευτώ,24,0
10724,παντρέπω,59,0
10726,πολυγαμία,21,0
10727,περιτομή,12,0
10728,εκτομή,6,0
10729,cecilia,41,0
10731,αναπνέω,29,0
10732,αναπαέω,22,0
10734,εμφυσώ,15,0
10735,ανασάνω,6,0
10736,αναπένω,22,0
10737,smart,12,0
10738,el,394,0
10739,ejido,5,0
10740,rostock,5,0
10741,ibrahim,64,0
10742,ιμπραήμ,6,0
10744,αλί,6,0
10745,διάβολο,14,0
10746,διάβολος,52,0
10748,χωροταξικός,28,0
10750,κοιτίδα,5,0
10751,γενέτειρα,11,0
10752,περαστικός,5,0
10753,κατακλύτω,5,0
10758,γραμματόσημα,13,0
10759,γραμματόσημος,6,0
10760,μονόπλευρος,6,0
10761,εκμεταλλευτής,15,0
10762,tv,33,0
10763,ανακρίνω,20,0
10764,θεσμοποιώ,6,0
10765,ανάστημα,5,0
10766,απαθής,7,0
10768,mea,7,0
10769,culpa,8,0
10772,περό,65,0
10773,περού,105,0
10781,κραυγάζω,6,0
10782,κλαίγω,29,0
10783,κλαίω,9,0
10784,κλάπτω,12,0
10785,κλάπω,6,0
10786,κλαύω,6,0
10787,ξενοδοχείο,228,0
10788,ξενοδοχειακός,13,0
10790,δασκάλα,41,0
10791,μότσαρτ,17,0
10792,μπουνιά,7,0
10793,gaulle,35,0
10794,γκωλ,11,0
10795,στέφνω,5,0
10797,κουρούνας,30,0
10798,κουρούνα,6,0
10799,πικρός,58,0
10800,πικραμένος,5,0
10801,πατριώτης,22,0
10802,διαφωτισμός,40,0
10803,ελεύθερα,713,0
10804,χρωματικός,27,0
10805,βαρόνη,499,0
10806,βαρόνις,36,0
10807,ευχέρεια,119,0
10808,διακριτικότητα,25,0
10809,πέπλο,26,0
10810,veil,17,0
10811,montesquieu,5,0
10812,μοντεσκιέ,6,0
10813,γιος,286,0
10814,γιο,129,0
10815,γιού,28,0
10816,γιός,12,0
10817,γιό,13,0
10818,ξεσκονίζω,5,0
10819,ράφι,86,0
10820,δηλωθείς,5,0
10823,υπερεκτιμαι,9,0
10824,υπερεκτιμώ,28,0
10826,υπερεκτιμιέμαι,6,0
10827,υπομονή,198,0
10828,chirac,104,0
10829,σιράκ,76,0
10830,ινουίτ,12,0
10831,ινουϊτός,5,0
10832,κεμπέκ,21,0
10833,χεζμπολλάχ,5,0
10834,χεζμπολάχ,10,0
10835,χεζμπολά,8,0
10836,περηφάνι,23,0
10837,pride,5,0
10838,περηφάνια,5,0
10840,εξολόθρευση,12,0
10841,οπορτουνισμός,7,0
10842,καιροσκοπισμός,21,0
10843,βασίλεις,11,0
10845,βασιλιάς,253,0
10846,king,24,0
10847,βασιλέας,15,0
10848,βασιλιάδα,20,0
10849,μάρτιν,14,0
10850,κινγκ,9,0
10851,σαβοΐα,7,0
10856,μιμούμενος,5,0
10857,μιμηθώ,9,0
10858,παριζιάνικος,5,0
10859,ματαιοδοξία,16,0
10860,dean,13,0
10861,πρύτανη,5,0
10864,πατριωτικός,24,0
10866,καταδίωξη,12,0
10868,ιερές,22,0
10869,ιερέας,42,0
10870,ιερέων,10,0
10871,john,216,0
10874,βερολίνο,113,0
10875,berlin,8,0
10876,βίκτωρ,5,0
10877,victor,16,0
10878,πανιά,14,0
10879,κορσική,17,0
10880,κορσικός,14,0
10881,μεγάφωνο,7,0
10883,κούφιος,5,0
10884,otto,23,0
10885,von,465,0
10886,habsburg,148,0
10887,habsbourg,6,0
10888,κατάπτυστος,7,0
10890,τύμπανο,10,0
10891,ντραμς,7,0
10892,δάχτυλα,55,0
10893,δάκτυλο,8,0
10894,δάκτυλα,9,0
10895,δάχτυλο,9,0
10896,δάκτυλος,6,0
10897,δάκτυλά,5,0
10898,swiebel,7,0
10899,pirker,186,0
10900,krarup,18,0
10901,κογκρέσο,106,0
10902,κόγκρεσο,24,0
10903,κονγκρέσο,10,0
10904,ποδοπατώ,24,0
10906,foro,7,0
10907,batasuna,13,0
10908,εκφοβιστικός,10,0
10910,hernandez,5,0
10911,mollar,65,0
10913,αποκλειστικότητα,16,0
10914,χριστιανισμός,128,0
10915,χριστιανοσύνη,6,0
10916,oostlander,211,0
10917,εγκάρδιος,10,0
10918,αφγάνη,34,0
10919,αφγανικός,200,0
10921,αφγανής,25,0
10922,βοσνιακός,19,0
10923,αδελφής,57,0
10924,αδερφή,144,0
10925,αρθρωτός,8,0
10926,αρθρώνω,5,0
10930,κρυώνω,9,0
10931,ψύχομαι,9,0
10932,κουλ,14,0
10933,ομορφιά,357,0
10934,διαπράσσω,10,0
10936,εκδικώ,6,0
10937,βαρβαρικός,6,0
10938,κρέμω,22,0
10939,επικρέμω,7,0
10940,κρεμώ,18,0
10943,παρέα,8,0
10944,leonard,31,0
10945,peltier,28,0
10946,mumia,26,0
10947,jamal,22,0
10948,κομματικός,33,0
10949,13 . 15,13,0
10950,κουδούνι,14,0
10951,καμπάνα,19,0
10952,κώδωνας,13,0
10953,καμπανάκι,5,0
10954,μπελ,19,0
10955,bell,15,0
10956,σκαλοπάτιο,5,0
10957,δωδέκατος,6,0
10958,δωδέκατη,7,0
10959,δωδεκατημόριο,10,0
10960,δωδεκατημόρια,5,0
10961,τρόφιμο,27,0
10962,βανίλιο,6,0
10964,τεχνίτης,6,0
10965,νόστιμος,12,0
10966,πεντανόστιμος,5,0
10967,γάλο,430,0
10968,bud,19,0
10969,σοβινισμός,8,0
10970,σωβινισμός,6,0
10971,καταπιώ,14,0
10972,καταπίνω,14,0
10973,καταπιάνω,14,0
10974,μάλι,31,0
10975,μαλί,6,0
10977,1973,107,0
10978,περιστασιακά,46,0
10980,μηχανολογία,16,0
10981,συγκαταλέγω,11,0
10983,rank,5,0
10985,σιτηρά,34,0
10986,δημητριακός,57,0
10988,160,101,0
10991,αναχαίτιση,6,0
10994,μαχαίριο,10,0
10995,κέτσαπ,6,0
10998,mars,13,0
10999,αφροδίτη,7,0
11002,ferrero,25,0
11004,γενικευμένος,10,0
11005,ανέντιμος,47,0
11006,ανέντιμα,6,0
11007,αραιώνω,8,0
11008,εραστής,14,0
11009,εραστή,5,0
11010,πασχαλινός,6,0
11011,πάσχα,8,0
11012,αυγό,163,0
11013,αυγός,44,0
11015,λογότυπο,75,0
11016,λόγοτυπο,16,0
11017,prescott,12,0
11018,2050,373,0
